timestamp,method,load_profile,status,solver,wall_time_sec,allocated_mb,simulation_time_sec,offline_training_time_sec,offline_preprocess_time_sec,gc_time_sec,peak_rss_mb,input_file,window_hours,intervals,physical_units,virtual_units,commitment_integer_variables,cluster_attempts,cluster_successes,extended_integer_variables,cluster_fallbacks,total_cost,failure
2026-08-22T09:33:01.149,clustered_pcm,baseline,OK,gurobi,83.2485921,9773.76503944397,59.13599991798401,0.0,0.0,7.5205166,2253.26171875,D:\GithubClonefiles\module_unitcommitment\data\data_118_clustered_pcm.xlsx,24,3,108,31,2232,3,3,31584,0,7.161929768905329e6,
