scenario,time,load_demand,served_load,thermal_generation,wind_available,wind_used,load_curtailment,wind_curtailment,storage_charge,storage_discharge,balance_error
1,1,2.1919,2.1919,0.9,2.2128012670703985,1.2919,0.0,0.9209012670703985,0.0,0.0,0.0
1,2,2.3535000000000004,2.3535000000000004,0.19312559896312775,2.1603744010368726,2.1603744010368726,0.0,0.0,0.0,0.0,0.0
1,3,2.3467000000000002,2.3467000000000002,0.2,2.1611921204310685,2.1467,0.0,0.014492120431068178,0.0,0.0,0.0
1,4,2.3673,2.3673,0.6,2.1288318139793554,1.7673,0.0,0.3615318139793552,0.0,0.0,0.0
1,5,2.3906,2.3906,1.0,2.0272213385172546,1.3906,0.0,0.6366213385172546,0.0,0.0,0.0
1,6,2.4448,2.4448,0.6386368466838612,1.8061631533161386,1.8061631533161386,0.0,0.0,0.0,0.0,0.0
1,7,2.7338999999999993,2.7338999999999993,0.6016467094463884,2.132253290553611,2.132253290553611,0.0,0.0,0.0,0.0,0.0
1,8,2.904,2.904,0.7571285476140002,2.1468714523859997,2.1468714523859997,0.0,0.0,0.0,0.0,0.0
1,9,2.8355999999999995,2.8355999999999995,0.5584401641911145,2.277159835808885,2.277159835808885,0.0,0.0,0.0,0.0,0.0
1,10,2.8120000000000003,2.8120000000000003,0.41857249126866497,2.393427461344408,2.3934275099813354,0.0,-4.863692732456485e-8,0.0,0.0,1.2500001034254637e-9
1,11,3.2861000000000007,3.2861000002006473,1.3435185374158933,1.942581462784754,1.942581462784754,-2.0064661439048105e-10,0.0,0.0,0.0,0.0
1,12,3.2810000000000006,3.2810000000000006,1.088483702608582,2.1925162973914185,2.1925162973914185,0.0,0.0,0.0,0.0,0.0
1,13,3.2618,3.2618,1.010144163075608,2.251655836924392,2.251655836924392,0.0,0.0,0.0,0.0,0.0
1,14,3.2360000000000007,3.2360000000000007,0.9613339187346761,2.2746660812653245,2.2746660812653245,0.0,0.0,0.0,0.0,0.0
1,15,3.2686,3.2686,1.0,2.3904385667670285,2.2686,0.0,0.12183856676702834,0.0,0.0,0.0
1,16,2.8779000000000003,2.8779000000000003,0.7999997856494895,2.24671982563631,2.0779002143505108,0.0,0.16881961128579928,0.0,0.0,0.0
1,17,2.6,2.6,0.407804473993131,2.192195526006869,2.192195526006869,0.0,0.0,0.0,0.0,0.0
1,18,2.4674000000000005,2.4674000000000005,0.3496604145069342,2.1177395854930663,2.1177395854930663,0.0,0.0,0.0,0.0,0.0
1,19,2.5596999999999994,2.5596999999999994,0.4000000238223205,2.184375642944234,2.159699976177679,0.0,0.02467566676655511,0.0,0.0,0.0
1,20,2.3735,2.3735,0.23890903810702183,2.134590978766608,2.134590961892978,0.0,1.687362984096169e-8,0.0,0.0,0.0
1,21,2.4331000000000005,2.4331000000000005,0.26829326621612415,2.1648067337838763,2.1648067337838763,0.0,0.0,0.0,0.0,0.0
1,22,2.8314000000000004,2.8314000000000004,0.5983913598549053,2.233008640145095,2.233008640145095,0.0,0.0,0.0,0.0,0.0
1,23,2.8305000000000002,2.8305000000000002,1.0650580249716426,2.1735911383131143,1.7654419750283576,0.0,0.40814916328475664,0.0,0.0,0.0
1,24,2.4875,2.4875,0.33295358898145766,2.154546411018542,2.154546411018542,0.0,0.0,0.0,0.0,0.0
2,1,2.1919,2.1919,0.9,2.177784564636633,1.2919,0.0,0.885884564636633,0.0,0.0,0.0
2,2,2.3535000000000004,2.3535000000000004,0.1,2.318088421056546,2.2535000000000003,0.0,0.06458842105654564,0.0,0.0,0.0
2,3,2.3467000000000002,2.3467000000000002,0.2860654096450279,2.0606345903549723,2.0606345903549723,0.0,0.0,0.0,0.0,0.0
2,4,2.3673,2.3672999837775657,0.2218052585047984,2.1454947252727674,2.1454947252727674,1.622243436653162e-8,0.0,0.0,0.0,0.0
2,5,2.3906,2.3906,0.3155797432893874,2.0750202567106126,2.0750202567106126,0.0,0.0,0.0,0.0,0.0
2,6,2.4448,2.4448,0.5441038528763937,1.9006961471236061,1.9006961471236061,0.0,0.0,0.0,0.0,0.0
2,7,2.7338999999999993,2.7338999513326963,0.5697102097034298,2.1641897416292664,2.1641897416292664,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,8,2.904,2.904,0.743643468230017,2.160356531769983,2.160356531769983,0.0,0.0,0.0,0.0,0.0
2,9,2.8355999999999995,2.8355999999999995,0.6632396230599911,2.1723603769400084,2.1723603769400084,0.0,0.0,0.0,0.0,0.0
2,10,2.8120000000000003,2.811999951332697,0.6016835876105125,2.2103163637221845,2.2103163637221845,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,11,3.2861000000000007,3.2861000000000007,1.1277812923417656,2.158318707658235,2.158318707658235,0.0,0.0,0.0,0.0,0.0
2,12,3.2810000000000006,3.2809999513326975,1.1711847190773688,2.109815232255329,2.109815232255329,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,13,3.2618,3.261799951332697,1.0028974687591574,2.2589024825735398,2.2589024825735398,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,14,3.2360000000000007,3.2360004705468337,1.5028974687591574,2.0782013420174303,1.7331030017876763,-4.705468331041613e-7,0.345098340229754,0.0,0.0,0.0
2,15,3.2686,3.2686,1.0,2.368284928861174,2.2686,0.0,0.09968492886117367,0.0,0.0,0.0
2,16,2.8779000000000003,2.8779000000000003,0.7999997856494898,2.251332630616333,2.0779002143505103,0.0,0.1734324162658225,0.0,0.0,0.0
2,17,2.6,2.599999951332697,0.4432929052284172,2.15670704610428,2.15670704610428,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,18,2.4674000000000005,2.467399983777566,0.31102571237837634,2.15637427139919,2.15637427139919,1.622243436653162e-8,0.0,0.0,0.0,0.0
2,19,2.5596999999999994,2.5596999513326963,0.41414712957259253,2.145552821760104,2.145552821760104,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,20,2.3735,2.3734999837775654,0.24856513941448335,2.124934844363082,2.124934844363082,1.622243436653162e-8,0.0,0.0,0.0,0.0
2,21,2.4331000000000005,2.433099983777566,0.09999998502756566,2.3923115087133655,2.3331000000000004,1.622243436653162e-8,0.059211508713365044,0.0,0.0,1.2500001034254637e-9
2,22,2.8314000000000004,2.8313999513326973,0.45561964102752184,2.3757803103051756,2.3757803103051756,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,23,2.8305000000000002,2.830499951332697,0.6159922038972686,2.2145077474354284,2.2145077474354284,4.8667303099594864e-8,0.0,0.0,0.0,0.0
2,24,2.4875,2.4874999837775653,0.2967388245137436,2.190761159263822,2.190761159263822,1.622243436653162e-8,0.0,0.0,0.0,0.0
4,1,2.1919,2.1919,0.9,2.3788306647166,1.2919,0.0,1.0869306647166002,0.0,0.0,0.0
4,2,2.3535000000000004,2.353499995772798,0.1288201453522427,2.224679850420555,2.224679850420555,4.2272027329368584e-9,0.0,0.0,0.0,0.0
4,3,2.3467000000000002,2.3466999957727976,0.19190567757408178,2.1547943181987157,2.1547943181987157,4.2272027329368584e-9,0.0,0.0,0.0,0.0
4,4,2.3673,2.3673,0.1,2.3026681879869755,2.2673,0.0,0.0353681879869753,0.0,0.0,0.0
4,5,2.3906,2.390600126816082,0.2880952508564695,2.1025048759596126,2.1025048759596126,-1.2681608198810583e-7,0.0,0.0,0.0,0.0
4,6,2.4448,2.4447999957727973,0.5636964664219123,1.8811035293508849,1.8811035293508849,4.2272027329368584e-9,0.0,0.0,0.0,0.0
4,7,2.7338999999999993,2.733899987318391,0.5968316954499665,2.1370682918684247,2.1370682918684247,1.2681608198810575e-8,0.0,0.0,0.0,0.0
4,8,2.904,2.9039999873183917,0.707882210582517,2.196117776735875,2.196117776735875,1.2681608198810575e-8,0.0,0.0,0.0,0.0
4,9,2.8355999999999995,2.8355999873183912,0.6154401754202256,2.220159811898166,2.220159811898166,1.2681608198810575e-8,0.0,0.0,0.0,0.0
4,10,2.8120000000000003,2.811999987318392,0.576408904002777,2.235591083315615,2.235591083315615,1.2681608198810575e-8,0.0,0.0,0.0,0.0
4,11,3.2861000000000007,3.2861000000000007,1.1526273890454641,2.1334726109545374,2.1334726109545374,0.0,0.0,0.0,0.0,8.881784197001252e-16
4,12,3.2810000000000006,3.2810000000000006,1.0846317388387519,2.1963682611612487,2.1963682611612487,0.0,0.0,0.0,0.0,0.0
4,13,3.2618,3.2618,0.9764442982043464,2.2853557017956536,2.2853557017956536,0.0,0.0,0.0,0.0,0.0
4,14,3.2360000000000007,3.2360000000000007,1.0892072307683485,2.146792769231652,2.146792769231652,0.0,0.0,0.0,0.0,0.0
4,15,3.2686,3.2686,1.0219444000887994,2.246655599911198,2.246655599911198,0.0,0.0,0.0,0.0,-2.6645352591003757e-15
4,16,2.8779000000000003,2.877899987318392,0.6086551424300232,2.269244844888369,2.269244844888369,1.2681608198810575e-8,0.0,0.0,0.0,0.0
4,17,2.6,2.599999987318392,0.48746268605328685,2.112537301265105,2.112537301265105,1.2681608198810575e-8,0.0,0.0,0.0,0.0
4,18,2.4674000000000005,2.467399995772798,0.34665289897633783,2.12074709679646,2.12074709679646,4.2272027329368584e-9,0.0,0.0,0.0,0.0
4,19,2.5596999999999994,2.5596999999999994,0.40314800964549447,2.156551990354505,2.156551990354505,0.0,0.0,0.0,0.0,0.0
4,20,2.3735,2.3734999957727974,0.24216362207980188,2.1313363736929953,2.1313363736929953,4.2272027329368584e-9,0.0,0.0,0.0,0.0
