x1,x2,x3
0.0,0.0,0.0
0.0010184957989441594,0.009534431662470921,0.00030867722507249616
0.002011156276378348,0.01882701146097722,0.0006095244960491376
0.002971893642921347,0.0278207498508483,0.0009006967764212139
0.0039012339974614243,0.03652057179486072,0.001182353511858616
0.004799705472803282,0.044931421295866907,0.0014546547644536912
0.005667837796824676,0.05305825728865615,0.0017177610797202434
0.0065061618688515,0.06090604967428024,0.001971833358204823
0.007315209350976906,0.06847977549427428,0.0022170327316271303
0.008095512274049916,0.075784415242203,0.0024535204434663225
0.008847602658059167,0.08282494930996391,0.002681457733910082
0.009572012146637596,0.08960635456628074,0.0029010057290833396
0.010269271655414549,0.09613360106482657,0.0031123253344737607
0.010939911033942248,0.10241164887942036,0.0033155771324712346
0.011584458740924515,0.1084454450637497,0.0035109212839388977
0.012203441532476515,0.11423992073308095,0.003698517433733497
0.012797384163145463,0.11979998826542798,0.0038785246200932324
0.01336680909942353,0.12513053861966442,0.0040511011878116366
0.013912236245485434,0.13023643876807425,0.004216404705116405
0.014434182680884988,0.1351225292408541,0.004374591884172652
0.014933162409946249,0.1397936217800916,0.004525818505130467
0.015409686122586924,0.14425449710076493,0.004670239343637266
0.015864260966313548,0.14850990275632378,0.004808008101735983
0.016297390329129694,0.15256455110643102,0.004939277342070706
0.016709573633101032,0.156423117384466,0.005064198425322087
0.01710130613832284,0.16009023786240786,0.005182921450795455
0.017473078757038157,0.16357050811074234,0.0052955952000852844
0.01782537787765691,0.1668684813510544,0.005402367083740387
0.018158685198429062,0.16998866689899458,0.005503383090854951
0.018473477570527187,0.17293552869533005,0.005598787741511312
0.018770226850296626,0.17571348392281574,0.005688724042001162
0.019049399760433867,0.17832690170664567,0.005773333442752654
0.019311457759856862,0.18078010189627097,0.005852755798891773
0.019556856922033516,0.18307735392639857,0.005927129333367155
0.01978604782153759,0.18522287575500812,0.005996590602568389
0.01999947542860417,0.18722083287625543,0.006061274464368772
0.020197579011459802,0.18907533740615703,0.0061213140485243366
0.020380792046205423,0.19079044723897812,0.0061768407293619175
0.02054954213403323,0.19237016527227596,0.006227984100689935
0.02070425092556183,0.1938184386985798,0.0062748719528665205
0.020845334052077003,0.1951391583617155,0.0063176302519605395
0.02097320106346865,0.19633615817581568,0.006356383120942034
0.021088255372657592,0.19741321460508324,0.006391252822839572
0.02119089420630937,0.1983740462024085,0.0064223597458029765
0.021281508561634858,0.1992223132049679,0.006449822390010838
0.021360483169081453,0.19996161718496527,0.006473757356363252
0.021428196460721236,0.2005955007537044,0.006494279336901181
0.021485020544146253,0.20112744731721502,0.006511501106894838
0.021531321181683865,0.20156088088168217,0.006525533518544462
0.02156745777474897,0.20189916590696252,0.0065364854962379135
0.021593783353152637,0.20214560720649957,0.006544464033310425
0.0216106445691904,0.20230344989198226,0.006549574190252927
0.021618381696336373,0.20237587936112056,0.006551919094316279
0.02161732863237317,0.20236602132694526,0.006551599940459855
0.02160781290679018,0.20227694188706558,0.006548715993593749
0.02159015569228673,0.2021116476313531,0.006543364592065057
0.021564671820219452,0.20187308578654967,0.006535641152339547
0.02153166979983662,0.2015641443963252,0.0065256391748310305
0.021491451841145415,0.20118765253534465,0.006513450250831785
0.021444313881261456,0.20074638055593363,0.006499164070498352
0.02139054561409278,0.2002430403659587,0.0064828684318479135
0.02133043052321406,0.19968028573657232,0.0064646492507215315
0.02126424591778985,0.19906071263850078,0.006444590571671464
0.02119226297140867,0.1983868596055809,0.006422774579730683
0.02111474676369306,0.1976612081242841,0.006399281613023698
0.02103195632455387,0.1968861830479933,0.006374190176178784
0.02094414468095992,0.19606415303482702,0.006347576954502527
0.020851558906097314,0.19519743100783443,0.006319516828878641
0.02075444017079599,0.1942882746364129,0.00629008289135387
0.02065302379710352,0.19333888683782913,0.0062593464613747195
0.020547539313889755,0.19235141629774904,0.006227377102639626
0.020438210514368428,0.19132795800871463,0.006194242640532137
0.020325255515424884,0.19027055382552788,0.006160009180101467
0.0202088868186421,0.18918119303653255,0.006124741124557743
0.02008931137291974,0.1880618129498093,0.0060885011942500775
0.01996673063858398,0.18691429949332636,0.0060513504460964415
0.019841340652888763,0.18574048782811517,0.006013348293435229
0.019713332096811406,0.18454216297356357,0.005974552526269122
0.019582890363048742,0.1833210604439472,0.005935019331872793
0.019450195625122325,0.18207886689534306,0.005894803315736733
0.01931542290750385,0.18081722078209353,0.005853957522820279
0.01917874215667477,0.17953771302201635,0.005812533459087781
0.019040318313036427,0.17824188766957547,0.0057705811133025075
0.01890031138358958,0.17693124259625537,0.00572814897905377
0.018758876515304907,0.1756072301774033,0.005685284076993433
0.018616164069108078,0.17427125798482446,0.005642031977258694
0.01847231969440589,0.17292468948444323,0.005598436822058851
0.018327484404082023,0.17156884473835923,0.005554541348404381
0.018181794649893276,0.1702050011106538,0.005510386910957416
0.018035382398199695,0.16883439397632088,0.005466013504983389
0.017888375205964042,0.16745821743272038,0.005421459789384324
0.01774089629695823,0.1660776250129683,0.00537676310979485
0.017593064638116773,0.1646937304007031,0.005331959521722763
0.017444995015979146,0.16330760814568482,0.005287083813716547
0.017296798113165233,0.16192029437970376,0.0052421695305429105
0.017148580584830087,0.16053278753229527,0.00519724899635806
0.017000445135046022,0.15914604904577453,0.005152353337856952
0.01685249059306241,0.15776100408912638,0.005107512507385468
0.016704811989395153,0.15637854227030076,0.005062755306000989
0.01655750063169985,0.1549995183464832,0.005018109406467395
0.016410644180384543,0.15362475293192743,0.004973601376171152
0.016264326723919757,0.1522550332029543,0.0049292566999456465
0.01611862885380518,0.15089111359973642,0.004885099802791467
0.015973627739154277,0.14953371652450614,0.004841154072480887
0.01582939720085979,0.14818353303584003,0.004797441882035322
0.015686007785304535,0.14684122353868698,0.004753984612064992
0.01554352683758389,0.1455074184698248,0.004710802672960579
0.01540201857420765,0.14418271897844312,0.0046679155269270965
0.015261544155250651,0.14286769760156626,0.004625341709850708
0.01512216175592302,0.14156289893404286,0.004583098852989639
0.014983926637532428,0.14026884029284375,0.004541203704480817
0.014846891217812089,0.13898601237542274,0.0044996721506543125
0.014711105140589827,0.13771487991190864,0.004458519237148043
0.014576615344774635,0.13645588231090833,0.004417759189815657
0.014443466132638836,0.13520943429871554,0.004377405435420917
0.014311699237374891,0.13397592655172982,0.004337470622112254
0.014181353889907523,0.13275572632190366,0.004297966639671632
0.014052466884942787,0.13154917805504707,0.004258904639532149
0.013925072646237055,0.13035660400182905,0.004220295054559216
0.013799203291070029,0.12917830482132836,0.004182147618590507
0.013674888693907093,0.1280145601769947,0.004144471385730204
0.013552156549237233,0.12686562932489265,0.0041072747493934
0.01343103243357408,0.12573175169411127,0.004070565461096854
0.013311539866608484,0.12461314745923105,0.004034350648992605
0.01319370037150213,0.12351001810474932,0.00399863683614126
0.01307753353431264,0.12242254698137624,0.003963429958522056
0.012963057062541613,0.1213508998541194,0.0039287353827771165
0.012850286842797917,0.12029522544208678,0.0038945579236875603
0.01273923699756949,0.11925565594994351,0.003860901861379422
0.01262991994109772,0.1182323075909684,0.0038277709582576025
0.012522346434349376,0.11722528110166162,0.0037951684756662957
0.012416525639081823,0.11623466224786493,0.003763097190274628
0.012312465170998006,0.11526052232236063,0.0037315594101864262
0.012210171151988554,0.11430291863392501,0.0037005569907733234
0.012109648261459001,0.11336189498781706,0.0036700913502305775
0.012010899786740747,0.11243748215769005,0.003640163484855216
0.011913927672585319,0.11152969834892154,0.0036107739840463356
0.01181873256974179,0.11063854965336047,0.003581923045027546
0.011725313882618176,0.10976403049549922,0.0035536104872917885
0.011633669816028052,0.10890612407008217,0.003525835766768911
0.011543797421024148,0.10806480277116703,0.0034985979897165335
0.011455692639821541,0.10724002861266385,0.003471895926334993
