algorithm,scenarios,max_abs_balance_error,total_load_curtailment,total_wind_curtailment,peak_served_load
benchmark_uc,2,1.3322676295501878e-15,0.0,2.2511486677758548,3.2861000000000007
benders,2,2.3911498558959465e-8,0.0,7.545659829467156,3.2861000000000007
ccg,2,1.3322676295501878e-15,0.0,2.2511486677758548,3.2861000000000007
