U_norm,T_dwell_rem,L_norm,sigma_load,R_wind_max,X_delta_norm,X_switch_ratio,To_star
0.4072022160664821,0.0,0.4653649497641136,10.0,0.05,0.013850415512465375,0.037037037037037035,2.0
0.4072022160664821,0.0,0.2664990797118434,10.0,0.05,0.013850415512465375,0.037037037037037035,2.0
0.4072022160664821,0.0,0.35156707634479245,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.3116410690328619,10.0,0.05,0.592797783933518,0.8333333333333334,2.0
0.4072022160664821,0.0,0.38941261470148253,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.3508601428769064,10.0,0.05,0.24099722991689754,0.17592592592592593,12.0
0.4072022160664821,0.0,0.35589137736552745,10.0,0.05,0.3795013850415514,0.46296296296296297,12.0
0.4072022160664821,0.0,0.2681382117027753,10.0,0.05,0.592797783933518,0.8333333333333334,12.0
0.4072022160664821,0.0,0.2706530116662832,10.0,0.05,0.592797783933518,0.8333333333333334,12.0
0.4072022160664821,0.0,0.3962627036992996,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.37383585195024366,10.0,0.05,0.10457063711911359,0.10185185185185185,7.0
0.4072022160664821,0.0,0.4279985075521316,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.41009496265530154,10.0,0.05,0.02770083102493075,0.05555555555555555,2.0
0.4072022160664821,0.0,0.3500297192499711,10.0,0.05,0.013850415512465375,0.037037037037037035,7.0
0.4072022160664821,0.0,0.4058945676279313,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.4345368255998379,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.4052294040171789,10.0,0.05,0.09695290858725764,0.07407407407407407,2.0
0.4072022160664821,0.0,0.3312382683443791,10.0,0.05,0.592797783933518,0.8333333333333334,12.0
0.4072022160664821,0.0,0.2986769896107506,10.0,0.05,0.592797783933518,0.8333333333333334,12.0
0.4072022160664821,0.0,0.3430035294443271,10.0,0.05,0.20775623268698065,0.12962962962962962,2.0
0.4072022160664821,0.0,0.3919710018221798,10.0,0.05,0.592797783933518,0.8333333333333334,2.0
0.4072022160664821,0.0,0.3371197083415799,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.35742358078516673,10.0,0.05,0.14542936288088645,0.19444444444444445,12.0
0.4072022160664821,0.0,0.3452420172883598,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.3911809252230332,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
0.4072022160664821,0.0,0.38341056822877456,10.0,0.05,0.03462603878116344,0.046296296296296294,12.0
0.4072022160664821,0.0,0.4162701676565686,10.0,0.05,0.013850415512465375,0.037037037037037035,7.0
0.4072022160664821,0.0,0.4569450677092994,10.0,0.05,0.03462603878116344,0.046296296296296294,7.0
0.4072022160664821,0.0,0.345033110675485,10.0,0.05,0.013850415512465375,0.037037037037037035,12.0
