Mode,UseSteady,UseUnitDwell,UseRamp,TotalCost_USD,StartupShutdownCost_USD,FuelCost_USD,LoadShedding_MWh,WindCurtailment_MWh,WallTime_sec,SubproblemSolveTime_sec,JuliaAllocated_MB,AvgOverlap_h,MaxOverlap_h,MinOverlap_h,LimitingFactorCounts,CostGap_vs_All_pct,SolveTimeDelta_vs_NoOverlap_sec,CalibrationTime_excluded_sec,ReferenceTime_excluded_sec
NoOverlap,false,false,false,1.5130848641276369e7,37978.999999625,1.5092092445716545e7,41.0442016817494,6.502611840088351,15.3284987,14.956000089645386,9525.53600692749,0.0,0,0,none=7,3.6549,0.0,159.7641363,22.521620700000003
SteadyOnly,true,false,false,1.456513564587926e7,36429.999999924614,1.4527928450319136e7,40.53016760905247,3.186306938208741,22.7930245,22.781999588012695,12926.464354515076,4.0,7,0,steady=7,-0.2205,7.826,159.7641363,22.521620700000003
UnitOnly,false,true,false,1.4613636306223227e7,34568.0,1.4578291110663027e7,40.67608361613534,5.307437286282105,16.8967929,16.887999773025513,12539.054759025574,3.5714285714285716,7,0,none=1; unit_dwell=6,0.1117,1.932,159.7641363,22.521620700000003
RampOnly,false,false,true,1.4613970990104625e7,35780.0,1.4577413794544427e7,40.64644854754092,3.9792838198831553,16.3244781,16.317000150680542,12395.43951511383,3.4285714285714284,6,0,none=1; ramp=6,0.114,1.361,159.7641363,22.521620700000003
Steady+Unit,true,true,false,1.460610794137845e7,35388.0,1.4569942745818252e7,40.5634660355487,2.30110913953797,21.8035497,21.795999765396118,14016.983477592468,5.142857142857143,8,0,steady=5; unit_dwell=2,0.0602,6.84,159.7641363,22.521620700000003
Steady+Ramp,true,false,true,1.4557878753982654e7,35060.0,1.4522041558422457e7,40.563466035548714,2.5966735800334497,21.6692293,21.66200017929077,13333.980408668518,4.428571428571429,7,0,ramp=1; steady=4; steady+ramp=2,-0.2702,6.706,159.7641363,22.521620700000003
Unit+Ramp,false,true,true,1.5208243189286157e7,36801.0,1.5170664993725957e7,40.53016760905236,7.898912026679846,19.7219995,19.712000370025635,13060.587223052979,4.142857142857143,7,0,ramp=3; unit_dwell=3; unit_dwell+ramp=1,4.1851,4.756,159.7641363,22.521620700000003
Steady+Unit+Ramp,true,true,true,1.4597325142635396e7,34618.0,1.4561929947075197e7,40.5634660355487,2.30110913953797,23.7249484,23.717000007629395,13870.341353416443,5.0,7,0,ramp=1; steady=4; steady+ramp=1; unit_dwell=1,0.0,8.761,159.7641363,22.521620700000003
