"Mean","Max","Min","Std","Index","Dataset","GroupLabel","Envelope_Min","Envelope_Max"
-0.215453296901464,-0.214761069485188,-0.21589143899479,0.000215760471715775,77,"Dataset 1","Little noise",-0.226241320487253,-0.204665273315675
-0.214506633238769,-0.214095388336579,-0.215082964650918,0.000201719546880275,78,"Dataset 1","Little noise",-0.224592610582783,-0.204420655894755
-0.213702286699006,-0.213023526488571,-0.214352174035956,0.000260193537551422,79,"Dataset 1","Little noise",-0.226711963576577,-0.200692609821435
-0.212856335405501,-0.212205013055751,-0.213385211693633,0.000239616029831194,80,"Dataset 1","Little noise",-0.224837136897061,-0.200875533913941
-0.212453456923443,-0.21199938671941,-0.212894469040426,0.000231881690937752,81,"Dataset 1","Little noise",-0.224047541470331,-0.200859372376555
-0.21173108818609,-0.211331659797394,-0.212253508606621,0.000234440589285915,82,"Dataset 1","Little noise",-0.223453117650386,-0.200009058721794
-0.21110532689045,-0.210621524350777,-0.211902829648877,0.000266426554986094,83,"Dataset 1","Little noise",-0.224426654639755,-0.197783999141145
-0.210592369502236,-0.209972815805256,-0.211106425245045,0.000248695954527905,84,"Dataset 1","Little noise",-0.223027167228631,-0.198157571775841
-0.209643244758682,-0.208873804202891,-0.21020575236227,0.000270908877454772,85,"Dataset 1","Little noise",-0.223188688631421,-0.196097800885943
-0.208776679276481,-0.20818982182903,-0.209574959195899,0.000291400299142109,86,"Dataset 1","Little noise",-0.223346694233586,-0.194206664319376
-0.207967943906078,-0.207449517616659,-0.208518056185055,0.000259755363070732,87,"Dataset 1","Little noise",-0.220955712059615,-0.194980175752541
-0.206926135965488,-0.206503528508785,-0.207399698593566,0.000213721809255675,88,"Dataset 1","Little noise",-0.217612226428272,-0.196240045502704
-0.205935569219554,-0.205405025197154,-0.206464043400185,0.000247673215760006,89,"Dataset 1","Little noise",-0.218319230007554,-0.193551908431554
-0.205264266541729,-0.204563729451819,-0.205752674565871,0.00025944013166984,90,"Dataset 1","Little noise",-0.218236273125221,-0.192292259958237
-0.204384660175666,-0.203846178535709,-0.204961322805447,0.000220665206399091,91,"Dataset 1","Little noise",-0.215417920495621,-0.193351399855711
-0.203204028597475,-0.202697485083458,-0.203762701593885,0.000226167424034813,92,"Dataset 1","Little noise",-0.214512399799216,-0.191895657395734
-0.202440962774066,-0.201845319818752,-0.203017308371859,0.000253360347793884,93,"Dataset 1","Little noise",-0.21510898016376,-0.189772945384372
-0.201798219513712,-0.201133078292615,-0.202374530628653,0.000276576477164409,94,"Dataset 1","Little noise",-0.215627043371932,-0.187969395655492
-0.201270050226298,-0.200479793051821,-0.201880983043145,0.00023750608900943,95,"Dataset 1","Little noise",-0.213145354676769,-0.189394745775826
-0.200534129819758,-0.200073235981345,-0.201286219194536,0.000249862327310176,96,"Dataset 1","Little noise",-0.213027246185267,-0.188041013454249
-0.200156088056103,-0.19967028188888,-0.200662982826334,0.000261632196937307,97,"Dataset 1","Little noise",-0.213237697902968,-0.187074478209238
-0.198950016814037,-0.198122175963487,-0.199358083012237,0.000250531275264074,98,"Dataset 1","Little noise",-0.211476580577241,-0.186423453050833
-0.19806469806813,-0.197612981800394,-0.198571314893053,0.000216052827247905,99,"Dataset 1","Little noise",-0.208867339430525,-0.187262056705735
-0.197389274680122,-0.196769579015692,-0.197949022088447,0.000209714416003584,100,"Dataset 1","Little noise",-0.207874995480301,-0.186903553879943
-0.196686879112697,-0.195965201327408,-0.197459949374128,0.000263242681324953,101,"Dataset 1","Little noise",-0.209849013178945,-0.183524745046449
-0.195641094901719,-0.195214607524217,-0.19612451618602,0.000209197306772412,102,"Dataset 1","Little noise",-0.20610096024034,-0.185181229563098
-0.195056586332915,-0.194407153477793,-0.195527080345044,0.000262061350067458,103,"Dataset 1","Little noise",-0.208159653836288,-0.181953518829542
-0.193873238111175,-0.19328840867659,-0.19462127153267,0.00027101545730892,104,"Dataset 1","Little noise",-0.207424010976621,-0.180322465245729
-0.193125808061883,-0.192526936892778,-0.19388891933755,0.000297568260440824,105,"Dataset 1","Little noise",-0.208004221083924,-0.178247395039842
-0.192440988831305,-0.191950205414723,-0.192992539919945,0.000211373103890779,106,"Dataset 1","Little noise",-0.203009644025844,-0.181872333636766
-0.190976381109483,-0.190561264807357,-0.191475592820631,0.000229276040690719,107,"Dataset 1","Little noise",-0.202440183144019,-0.179512579074947
-0.189834388952214,-0.18933307757969,-0.190566352079413,0.000289093696799628,108,"Dataset 1","Little noise",-0.204289073792195,-0.175379704112233
-0.188618835027404,-0.188181339637817,-0.189138753957149,0.000225431529816092,109,"Dataset 1","Little noise",-0.199890411518209,-0.177347258536599
-0.187625935324609,-0.186941077250584,-0.188170748435698,0.0002268910089244,110,"Dataset 1","Little noise",-0.198970485770829,-0.176281384878389
-0.187129387424816,-0.18675900752275,-0.187668924869553,0.000201838645224783,111,"Dataset 1","Little noise",-0.197221319686055,-0.177037455163577
-0.186767379010494,-0.186319290477385,-0.18717818475758,0.000216074745046549,112,"Dataset 1","Little noise",-0.197571116262821,-0.175963641758167
-0.186110828122474,-0.185432603157469,-0.186953391456963,0.000261585981318199,113,"Dataset 1","Little noise",-0.199190127188384,-0.173031529056564
