Interval_ID,Start_Hour,Execution_Window_h,Steady_State_Overlap_h,Unit_Dwell_Overlap_h,Ramp_Event_Detected,Ramp_Overlap_h,Raw_Max_Overlap_h,Limiting_Factor,Final_Adaptive_Overlap_h,Total_Solved_Horizon_h,Overlap_SelectionTime_sec,Subproblem_SolveTime_sec,Reference_Cost_Gap_pct,Reference_Repair_Applied,Optimization_Status
1,1,24,2,0,false,0,2,steady,2,26,1.4000000953674316,18.817999839782715,0.0,false,OK
2,25,24,2,5,false,0,5,unit_dwell,5,29,0.14100003242492676,10.810999870300293,0.0,false,OK
3,49,24,12,7,false,0,12,steady,12,36,0.0,24.82099986076355,0.0,false,OK
