algorithm,scenarios,status,iterations,lower_bound,upper_bound,gap,elapsed_seconds,max_ram_mb,log_path
benchmark_uc,20,OPTIMAL,1,129596.03713143409,129596.03713143409,0.0,9.232,1345.38,/Users/yuanyiping/Documents/GitHub/02 Ongoing/module_unitcommitment-revised_ModuleUnitCommitmentTookits/output/benchmark_uc/20260606_three_way_20_50/logs/benchmark_uc_20_scenarios.log
benders,20,maximum_iterations,5,121172.24657890643,1.139769560248672e6,0.8936870655210664,4.127,1422.02,/Users/yuanyiping/Documents/GitHub/02 Ongoing/module_unitcommitment-revised_ModuleUnitCommitmentTookits/output/benders/20260606_three_way_20_50/logs/benders_20_scenarios.log
ccg,20,maximum_iterations,5,124259.08710213612,160145.84237405038,0.22408796094668496,5.301,1539.86,/Users/yuanyiping/Documents/GitHub/02 Ongoing/module_unitcommitment-revised_ModuleUnitCommitmentTookits/output/ccg/20260606_three_way_20_50/logs/ccg_20_scenarios.log
benchmark_uc,50,OPTIMAL,1,1.109097340776581e6,1.109097340776581e6,0.0,11.193,668.22,/Users/yuanyiping/Documents/GitHub/02 Ongoing/module_unitcommitment-revised_ModuleUnitCommitmentTookits/output/benchmark_uc/20260606_three_way_20_50/logs/benchmark_uc_50_scenarios.log
benders,50,maximum_iterations,5,278853.5327828358,1.1239284151626425e6,0.7518938670633795,1.764,1642.75,/Users/yuanyiping/Documents/GitHub/02 Ongoing/module_unitcommitment-revised_ModuleUnitCommitmentTookits/output/benders/20260606_three_way_20_50/logs/benders_50_scenarios.log
ccg,50,maximum_iterations,5,138350.97821158127,151625.9591028888,0.087550845315425,5.869,1698.38,/Users/yuanyiping/Documents/GitHub/02 Ongoing/module_unitcommitment-revised_ModuleUnitCommitmentTookits/output/ccg/20260606_three_way_20_50/logs/ccg_50_scenarios.log
