Interval_ID,Start_Hour,Execution_Window_h,Steady_State_Overlap_h,Unit_Dwell_Overlap_h,Ramp_Event_Detected,Ramp_Overlap_h,Raw_Max_Overlap_h,Limiting_Factor,Final_Adaptive_Overlap_h,Total_Solved_Horizon_h,Overlap_SelectionTime_sec,Subproblem_SolveTime_sec,Reference_Cost_Gap_pct,Reference_Repair_Applied,Optimization_Status
1,1,24,12,0,true,12,12,steady+ramp,12,36,1.311000108718872,501.7060000896454,0.0,false,OK
2,25,24,2,4,true,12,12,ramp,12,36,0.20099997520446777,68.77600002288818,0.0,false,OK
3,49,24,12,0,true,12,12,steady+ramp,12,36,0.0,28.06499981880188,0.0,false,OK
