folder_Weibull(0.0004),folder_Weibull(0.0042),folder_Weibull(0.0007),folder_Weibull(0.0015),folder_Weibull(0.0018),folder_Weibull(0.0024),folder_Weibull(0.0021),folder_Weibull(0.0039),folder_Weibull(0.0037),folder_Weibull(0.0027),folder_Weibull(0.0025),folder_Weibull(0.004),folder_Weibull(0.0045),folder_Weibull(0.0009),folder_Weibull(0.0002),folder_Weibull(0.003),folder_Weibull(0.0006),folder_Weibull(0.0035),folder_Weibull(0.0034),folder_Weibull(0.0022),folder_Weibull(0.0013),folder_Weibull(0.0047),folder_Weibull(0.0023),folder_Weibull(0.002),folder_Weibull(0.001),folder_Weibull(0.0014),folder_Weibull(0.0012),folder_Weibull(0.0016),folder_Weibull(0.0041),folder_Weibull(0.0031),folder_Weibull(0.0011),folder_Weibull(0.0029),folder_Weibull(0.0044),folder_Weibull(0.0046),folder_Weibull(0.0032),folder_Weibull(0.0019),folder_Weibull(0.0038),folder_Weibull(0.005),folder_Weibull(0.0017),folder_Weibull(0.0001),folder_Weibull(0.0003),folder_Weibull(0.0026),folder_Weibull(0.0048),folder_Weibull(0.0028),folder_Weibull(0.0005),folder_Weibull(0.0033),folder_Weibull(0.0043),folder_Weibull(0.0049),folder_Weibull(0.0036),folder_Weibull(0.0008)
-0.22514174795802216,-0.25462138677227697,-0.2233385298917091,-0.23234407150955225,-0.22442000762184341,-0.23974910303922176,-0.2323004425161165,-0.26659886888387163,-0.24129279267839845,-0.24663233164053527,-0.2334807996775283,-0.2855652704772247,-0.27186877545701205,-0.2269383056869668,-0.2207446314543888,-0.24213279842355095,-0.22214741520435954,-0.25996241838043777,-0.2560450388975342,-0.23788385797347164,-0.23073236721979715,-0.26250004087923723,-0.2528123466530512,-0.24785346204809522,-0.2273351099742217,-0.23303733992548292,-0.22510752976991621,-0.24070515122366118,-0.2618511006353119,-0.2517669757981205,-0.23441916914011018,-0.23529060529363693,-0.2587306937460379,-0.26628424971283815,-0.24377953105028202,-0.23093706112752282,-0.2590330903403418,-0.2733778225665149,-0.23502848761467451,-0.21880996355509474,-0.22055326520597265,-0.24567121407640585,-0.25501633365511056,-0.2415873863284906,-0.22455178428484276,-0.23600351806477962,-0.24401169572659928,-0.2728420303138985,-0.2589798218901525,-0.22838082327177842
-0.22428876309559043,-0.2551098390168619,-0.2222319864582591,-0.23165472195604692,-0.2255138723535114,-0.23714720952619056,-0.23195093545962753,-0.2639021570518572,-0.24921457824759563,-0.24635820678990086,-0.23072561964077976,-0.2814389839952097,-0.26938396041566404,-0.22535045183727026,-0.22005212920361003,-0.24240356043616487,-0.2210268318208965,-0.256345511600151,-0.2544294856704717,-0.24543646746502482,-0.23032227618335316,-0.2645117497520606,-0.250982390660907,-0.24744438937900562,-0.22594753365371145,-0.23232963261541884,-0.22325480609905443,-0.23899845318986593,-0.2603222070633131,-0.2488785187251354,-0.23275350695322833,-0.23394233902249037,-0.26141633990525387,-0.2625327976946961,-0.24427811668497093,-0.2310076662309771,-0.25797219087132556,-0.2716624458865149,-0.23724273783104924,-0.218254645469131,-0.22013621001198264,-0.2431954797981492,-0.2520082132857363,-0.24093852754731984,-0.2236694471859643,-0.23459583173352044,-0.24099310532266427,-0.26960730769829827,-0.2570025528723702,-0.22706191390752165
-0.22373179614730124,-0.2525313187573202,-0.22198056303836877,-0.23553298741120876,-0.22392938997437614,-0.23480324602100325,-0.23292449524254302,-0.25959573674841774,-0.2450419985839831,-0.24454580353855848,-0.231586787044875,-0.27804355503069106,-0.2728973531556538,-0.22438868847289567,-0.21966713825906437,-0.23937799990130804,-0.21983321362786376,-0.25650433872282585,-0.25409102014415863,-0.24568871834586936,-0.22861484951388408,-0.2601233728386896,-0.2499638578892689,-0.24557853172384345,-0.22505563618196311,-0.23050094399685744,-0.22224427942778002,-0.23668603555557025,-0.2630403042155662,-0.24544352369415304,-0.23139805877012495,-0.23212426308181922,-0.26318515850772795,-0.25876507199987175,-0.24932631957914325,-0.2294766469954266,-0.25455986627539434,-0.2669828297701898,-0.2348522727518151,-0.21750518191009957,-0.21956848310759225,-0.2445055480306779,-0.25015010169760976,-0.2399019525570605,-0.22356237382791985,-0.23306327343497876,-0.23879193195801496,-0.2735665152866432,-0.2565554423210709,-0.22622894823485712
-0.2227455564373471,-0.25039284827254726,-0.2206797244432442,-0.23362105400482988,-0.22426189152938406,-0.2351755326756625,-0.23288658946140248,-0.25711129014705547,-0.24356430010553623,-0.2506740863078059,-0.22988830861608828,-0.2745515026339577,-0.2705730875396263,-0.22298481554782512,-0.21885243763969991,-0.23810877429739766,-0.21897554299964084,-0.2562323928329311,-0.25177909307199803,-0.24575485321693022,-0.22745556947100268,-0.2567245591243629,-0.24826660229453895,-0.24415598938781152,-0.2251930493709443,-0.22968455231308352,-0.22335775249848158,-0.2352299684472454,-0.2634961236951312,-0.24224519676971032,-0.23051666498965884,-0.2303810204956197,-0.2676120965082622,-0.25523335545833403,-0.24597472373135287,-0.229499520351655,-0.25687687755639754,-0.2625314556004314,-0.23316675028655595,-0.21675986146873677,-0.2187754084021731,-0.2453871464587856,-0.2461783821751408,-0.23809782005493418,-0.22324736537010273,-0.2339877432086954,-0.24093050008302694,-0.26908382882200443,-0.25442061414326733,-0.22515670410163507
-0.22200738632350267,-0.2479934550160029,-0.21976894598970478,-0.232831675195758,-0.22333708365740496,-0.23262581844522728,-0.23162144139131272,-0.2564371999552509,-0.24059414516272098,-0.24709188369973492,-0.22761724730427954,-0.2736339504739856,-0.2675083445713488,-0.22176622165955273,-0.21817437781423923,-0.23571170692822785,-0.21840138165016046,-0.2540744088875439,-0.24961952938371088,-0.24396068461318024,-0.2267544034192504,-0.25646414420581065,-0.24535749609519975,-0.2427080601790302,-0.22393031933813468,-0.2303456675050861,-0.22194443637924166,-0.23443209123258194,-0.26279798976328406,-0.23934705716597476,-0.2292690840304792,-0.22759826556382254,-0.26631233007502636,-0.25227769413810675,-0.24720824467226435,-0.22889000559853787,-0.2547666024031516,-0.26348517720473635,-0.2347349924825232,-0.2160358061340353,-0.21779944973734294,-0.24308452644508996,-0.2433238168430036,-0.23517727701503283,-0.22234818746478244,-0.23171618786395848,-0.2375583554132637,-0.26724555005779804,-0.25930289196093237,-0.2251486593744049
-0.22106398321339985,-0.24545564680302326,-0.2185808709678496,-0.2315781551386653,-0.22233014143640348,-0.23150283512963804,-0.23359647186602456,-0.2537857820891032,-0.23848430309481305,-0.24498127810342502,-0.22621373116696641,-0.27162708052544915,-0.26757379213782984,-0.22056676470379316,-0.21729531697063567,-0.23362159503792299,-0.21733890281296847,-0.25021455744854526,-0.24760335081409873,-0.24339844612543404,-0.22532670493845394,-0.25346105519725093,-0.2431925894391931,-0.24293245303814304,-0.22269811094112132,-0.22995402928339337,-0.22055070680754138,-0.23443653417543303,-0.2721657610478959,-0.23792658956553697,-0.22883905570422025,-0.22464371340703504,-0.2614438098930317,-0.24894368223795585,-0.24784754046176438,-0.22839340641724543,-0.2532903118654566,-0.25703695680809086,-0.23349351222583525,-0.21523278055152983,-0.21703665510718015,-0.24161689680316997,-0.23978187384592645,-0.23672729109517043,-0.2221726771255,-0.2302059129027063,-0.2377612002711301,-0.2626802670056439,-0.2564425359967416,-0.22381439193562777
-0.22020425869220553,-0.24221078356457038,-0.21736786593677898,-0.230307793068021,-0.22272366842267163,-0.2341964290918604,-0.230926560974049,-0.2534972897427947,-0.2375139262114154,-0.2433328704723657,-0.22441367124393938,-0.2695029892681988,-0.2630749262463615,-0.21942982030309693,-0.21672095164165103,-0.23906065475308558,-0.21622868873362827,-0.24652087809361653,-0.24362285167782274,-0.24014396413205247,-0.22369755423178858,-0.25086222459097707,-0.24104868602534377,-0.24232301358156966,-0.22141599828756658,-0.22985826631483966,-0.21945548436380097,-0.23272388596949536,-0.26935990597398946,-0.2354299807686876,-0.22763821478768112,-0.22428672477196837,-0.2568221746318104,-0.24588432565725335,-0.24975899841704322,-0.2273711366810905,-0.2511097416320128,-0.2551244297484338,-0.23172911086269657,-0.2145844384067372,-0.21639158665302596,-0.24084653502619222,-0.24845288146112932,-0.234526398312331,-0.22109695730698156,-0.22593162374810394,-0.23730815979503614,-0.25849332463187474,-0.2572123434583707,-0.22266772371307955
-0.21913548118072076,-0.2462806823992799,-0.21601566450789605,-0.2287372443849726,-0.2209004940897265,-0.23632708104778177,-0.22879620178985,-0.2505001445866698,-0.24280342826112544,-0.2457040907816775,-0.2253980855262404,-0.26837717858398963,-0.2640913728934744,-0.21841070571620486,-0.2161914996590071,-0.23631024523528443,-0.2151395180337529,-0.24737769177415017,-0.2414533724118322,-0.2402534987941333,-0.22336974296377565,-0.24818210855230532,-0.24030266807216483,-0.2405167480999985,-0.2206900182860743,-0.23110276972578334,-0.21826649633299305,-0.23777440579734688,-0.27603951738078303,-0.232984044781808,-0.22686333367130004,-0.22226593889538027,-0.2541573583785331,-0.24792574812871174,-0.24680488552086158,-0.22540800555332471,-0.24930297724246295,-0.250331631587879,-0.23029434326553772,-0.21376992345800772,-0.21542158572966438,-0.2386495450994987,-0.24756335412277358,-0.23357964842307954,-0.2199939619198679,-0.22381181661889588,-0.23519366152431398,-0.2550348453286734,-0.26132291392107193,-0.22167261221217402
-0.21843121731843507,-0.2474130551017474,-0.21531480964824573,-0.22654738827734405,-0.2189981009097278,-0.23453759758575057,-0.2272976034067946,-0.24886028674850233,-0.23865406276870238,-0.24576322507372964,-0.2230889374351018,-0.26416349382503784,-0.260442542699853,-0.2181478716318425,-0.21541673260373423,-0.2352963936735361,-0.21402734219590322,-0.24417357954359045,-0.23965452510081192,-0.23858295927424794,-0.2218775548713043,-0.24570858883206753,-0.2408100986084261,-0.2380399713396853,-0.22064167818265384,-0.2307930991899906,-0.21717472275599983,-0.23595725742143223,-0.2780289562624989,-0.23307654714181275,-0.2268784879713403,-0.21842832696572267,-0.25476098487277077,-0.2446169263599783,-0.2470846124188851,-0.22348971252900443,-0.24591189501727825,-0.24532747574100738,-0.22868269976541547,-0.21295730192918733,-0.2146822611561651,-0.2398786784782992,-0.24813093503920572,-0.2344758517279686,-0.21885530745136342,-0.22142708503446148,-0.23198499907700254,-0.2610075578171987,-0.25819860441239284,-0.2203678291469657
-0.21736640600848173,-0.24276359360862174,-0.21404617559127842,-0.2256502047488179,-0.21874244470151338,-0.23388584969136797,-0.22824547513829177,-0.2440059728100184,-0.23580190859572547,-0.24668990954951422,-0.22260519283011657,-0.26003429454753485,-0.2647931212008594,-0.2174815204220609,-0.21469431158526173,-0.23235416363876865,-0.2135028793699033,-0.24411848216892618,-0.24036879085979204,-0.23648420687706306,-0.2200772486870808,-0.24455902979597077,-0.24281131345229284,-0.23557634219035375,-0.21890522759972747,-0.22933078533510443,-0.21834450074497944,-0.23465112007560215,-0.27897815754842503,-0.2302382758153378,-0.22535012385412032,-0.21603399751395116,-0.2532933704139828,-0.24048764396201183,-0.24388380368744833,-0.22186528916588968,-0.24308866631958684,-0.2453154433809752,-0.22936828931036524,-0.2122038002423792,-0.21421889315174372,-0.24117169244063885,-0.24587150770109872,-0.23101342693293764,-0.21821041789379073,-0.22041437189731083,-0.22740265425028153,-0.2600968820808329,-0.25529511582457987,-0.21903444198778818
-0.21651268386681433,-0.2500079540223394,-0.21352906818426312,-0.2240524571675901,-0.2173544850097544,-0.23049245014303768,-0.22637158467607738,-0.24371758071155905,-0.23458070801444741,-0.24480709135004744,-0.21992533184331678,-0.25594091313293393,-0.2627375535320422,-0.21844405147398016,-0.21379970873886653,-0.23128079859168765,-0.21215219934609642,-0.24080041611356168,-0.23792426514412368,-0.23776828816792786,-0.21961242582733553,-0.24232434616266832,-0.24050494748026108,-0.23318926066251397,-0.21889782106928124,-0.22779135671102185,-0.2170021970833519,-0.2327394453359286,-0.27616165880876276,-0.2276011442895781,-0.2244923035291668,-0.2137553837733957,-0.255551826523824,-0.23652046308315053,-0.24200940149383243,-0.22011636183842886,-0.24059383228899298,-0.24033618163219916,-0.2289564761936909,-0.21134554738084801,-0.21327962192421535,-0.2415125242388682,-0.2519775368465531,-0.23367996546154968,-0.21748560973130523,-0.22087054135166423,-0.2250569422596714,-0.25597839459087396,-0.2519282576586109,-0.21776473855642334
-0.21596683901119954,-0.24629838620407477,-0.21290400502720327,-0.22246096825530656,-0.21615947764443275,-0.2290544095481477,-0.22906578292722968,-0.23985286924794644,-0.2340844027337509,-0.2414131477494555,-0.21735559698630236,-0.254940948558212,-0.2658614914835961,-0.21693131180274647,-0.21289751254760897,-0.2280900602699435,-0.21111142479313594,-0.2375756010862753,-0.2348394428471953,-0.23520480518422027,-0.2193906000772646,-0.251105706871156,-0.2412439910274263,-0.23287185479049388,-0.21765736278812148,-0.2291058658917501,-0.21555158382223064,-0.23247614548687343,-0.2726009644002038,-0.22427041859028807,-0.22354063611578823,-0.21389617346952552,-0.255059518922901,-0.23423924977379829,-0.23896731871317298,-0.21931077778908084,-0.23672465719011737,-0.23508181626453364,-0.228007374462665,-0.2104561679685706,-0.21285496622967026,-0.2430335419914988,-0.2549404001193755,-0.2308661346991473,-0.21622640854697636,-0.22086810809486157,-0.2246191114419293,-0.2599891719328264,-0.24865635631908578,-0.21754719253897414
-0.21490842285550854,-0.24487412013718707,-0.21295612279506015,-0.22135152194152222,-0.21740207480587437,-0.22624531437210893,-0.22847426748925428,-0.2374715853572188,-0.23077320274225577,-0.2407736071971823,-0.2183789142990539,-0.2592472856842424,-0.26322722357264694,-0.21518801378093727,-0.21193115561915066,-0.22715107807859752,-0.21013218542876003,-0.23620625187739544,-0.23150656790893961,-0.23364657518382728,-0.21756693355658932,-0.248202960925585,-0.2392178502343873,-0.23605964245651495,-0.21705829001664728,-0.2273447305913386,-0.21601464011773086,-0.23116720509833855,-0.2709738744772406,-0.22229011717017255,-0.22166754772774427,-0.21577228787944003,-0.25185643701649807,-0.23406676085992828,-0.2374770090166067,-0.21758026425436175,-0.2406862438763137,-0.23532236463258172,-0.2261430148173641,-0.20959435401178048,-0.21194118455583616,-0.24378572546232924,-0.2511237281676831,-0.2279744422536382,-0.21517643854482305,-0.21990919810101356,-0.22714636263008842,-0.2562435330115341,-0.2465350679994416,-0.2176516504405411
-0.21399315603909735,-0.24294463919903683,-0.21205287043211968,-0.21940091441412385,-0.2156669967129813,-0.223597074626568,-0.2284647382904985,-0.24068655764529157,-0.22825846769768993,-0.24165532981316049,-0.21526598618560464,-0.25623399120797535,-0.26134726244127543,-0.21467375433958266,-0.21098321208675574,-0.22402557376587778,-0.2095105674553499,-0.23455121307372218,-0.2330372990477784,-0.23400221194210044,-0.2171380189528023,-0.24431720095834344,-0.2368276230113507,-0.23512706052724786,-0.21608744145835815,-0.2255562650796164,-0.21605549896046697,-0.232275705327488,-0.26752073172021773,-0.2229202304703795,-0.22149639864339563,-0.21353807594005805,-0.2532755529275022,-0.2325115652057507,-0.23706674571197328,-0.2165597859533619,-0.2379578849425991,-0.23092487774793682,-0.22610757813579632,-0.20879348897980524,-0.2110796137947867,-0.24118578853304826,-0.2496254578103103,-0.22817753467465351,-0.2140347512058937,-0.21706555289782095,-0.23134186919664296,-0.2647097635236468,-0.24410100989877598,-0.21725246677383145
-0.21324464992967024,-0.24323008446741295,-0.21113743786180295,-0.220215319230934,-0.21389817587848595,-0.22151703743262818,-0.22583557385231828,-0.2407542629942628,-0.2256605606991241,-0.23866622332438736,-0.2130146451826972,-0.2597764244083835,-0.2574883163079812,-0.2146265635844681,-0.21007500039538476,-0.22177493352731528,-0.20917289812119788,-0.23242755685955235,-0.23120119185208346,-0.24421632091786996,-0.21584387128851126,-0.2401197158688517,-0.23538764743638577,-0.23478525207314352,-0.21451568340999475,-0.2242935344669533,-0.2142359642029309,-0.2306901926838347,-0.2682661894483329,-0.22071735246472482,-0.21956487318451517,-0.21432617436805748,-0.24870445573462668,-0.23447969266153226,-0.23754433742999456,-0.21452056963291807,-0.23465114194367356,-0.22869843207072563,-0.22632172792952898,-0.2079265670336837,-0.21029200225229702,-0.23917759757870868,-0.24788137138647443,-0.22726947536357756,-0.21303844150503093,-0.2149476512223113,-0.22705479294851344,-0.26225191946660154,-0.2472862921068378,-0.21584317224597924
-0.2124931845226055,-0.2446436116647918,-0.21109753481797897,-0.21970928822568875,-0.21186347502232417,-0.22183203599329315,-0.22310195766457874,-0.24316550817096322,-0.2274263514941703,-0.23685515349971994,-0.2149252232582965,-0.2570134019322659,-0.2538877972237728,-0.21365784251661782,-0.20947892176455887,-0.22209761995322252,-0.20841109091399646,-0.24235321572389704,-0.22666657458854952,-0.24227614149170335,-0.21768323569554898,-0.2363520321453275,-0.2326657332372994,-0.232849619832502,-0.21448629265455924,-0.22251524270698606,-0.21401392847192008,-0.22983841621308584,-0.26405302514687984,-0.22602313698522003,-0.21770644943718206,-0.21132149621292073,-0.2471487283092703,-0.23684190014951528,-0.2374462977743399,-0.21361868015342406,-0.23103347668216068,-0.22654481045542008,-0.225773080664388,-0.20718790014358204,-0.20928558052898333,-0.23805600745951108,-0.24762011842174417,-0.22644230857593795,-0.21195339375687566,-0.21476699369415875,-0.22636956817890852,-0.2648244908438344,-0.2453366398502374,-0.2144991043354797
-0.21174470951594423,-0.24319377717212887,-0.2099147288166737,-0.21929251682188883,-0.21125346296193898,-0.2189162483206263,-0.22327926363714445,-0.23892617383013484,-0.22294442691750668,-0.2374798936927262,-0.2148831232337109,-0.25490179019795783,-0.2510251567458468,-0.21369551313249885,-0.20848265798560336,-0.22106083650496938,-0.2071231286813279,-0.2393996468710319,-0.2249418706175517,-0.24078643296906282,-0.21617805859376982,-0.2364981941685361,-0.2306900057475083,-0.23047709301393846,-0.21375373657599078,-0.22057099317673054,-0.21241747705456673,-0.22865475755115192,-0.2611316136832126,-0.2225356866278972,-0.21678904660864923,-0.20877103958678606,-0.24703425426260575,-0.23292442017045903,-0.23388923540888268,-0.21170299431559933,-0.23404014005051132,-0.22267455060578067,-0.2233685587663488,-0.20639869464004484,-0.20882254059601787,-0.23795576942747798,-0.2433143117456554,-0.22477835946907546,-0.21177092019471813,-0.21161875240599717,-0.2239910898236238,-0.2602374046714011,-0.24470893077779446,-0.2134868497116161
-0.2106976694778438,-0.24074839727587335,-0.2093544450286772,-0.21798603006050474,-0.2115385758174722,-0.2163583925155395,-0.22291265352649806,-0.23953042914633912,-0.22532658696303806,-0.2356571537248031,-0.2163536396381386,-0.25356225509948,-0.2500530483023139,-0.21253489389683392,-0.2074854685481312,-0.2188557502907524,-0.20599839658745794,-0.24026938496169553,-0.22386296893113278,-0.23808045072838002,-0.21521044081285023,-0.23567181781967286,-0.22877462450231628,-0.2284739748774217,-0.21297480457496715,-0.21896968267867745,-0.2156058778858269,-0.22927023092017515,-0.2604375887524549,-0.22057574287773082,-0.21530179113061704,-0.20960828974981413,-0.24530486970969656,-0.22907266744269963,-0.23133886871629186,-0.21056705895266842,-0.2306100255696318,-0.2198068692705117,-0.22120068632929615,-0.20564282654455873,-0.20808747338550224,-0.2360918608588656,-0.24375052278041245,-0.2219318090006016,-0.21068142970379403,-0.20861232942617455,-0.2221435412380535,-0.2558298572358646,-0.24109400864375463,-0.21290390719454513
-0.20946531804068744,-0.23853634426721967,-0.20848951459234413,-0.21959409692367937,-0.20994207672215623,-0.21414264360763002,-0.22354376799135417,-0.24170791648974785,-0.22226743970466736,-0.23474360336763553,-0.21380312566304316,-0.25059897759106176,-0.24849996623782317,-0.21094151725117702,-0.20653329778308913,-0.21571193531465727,-0.20484213356804262,-0.2376873632627028,-0.22161674997509467,-0.24149954206115803,-0.21479476958339425,-0.23595885743149883,-0.2264541792051071,-0.2269404018045494,-0.21142751096870868,-0.21901260679664594,-0.21441561180826427,-0.2274372454180523,-0.2557388706036024,-0.21802139365324183,-0.21334216489536317,-0.21220843227815422,-0.24125199910472273,-0.22526583430374217,-0.22990040544816126,-0.209127043822666,-0.22984294404263456,-0.2245865601554792,-0.22093159268215495,-0.20470424374882412,-0.20709742479987242,-0.2338454894997492,-0.2393480560077348,-0.21956269421508903,-0.20945924470835284,-0.20725113809666507,-0.2274807433677246,-0.2557792291005768,-0.23896266963028917,-0.21184537275027304
-0.20870974814093712,-0.23723812208311526,-0.20792671065320675,-0.2184039668379442,-0.2093084809442657,-0.21553964109272236,-0.22149590378786627,-0.23799287951151693,-0.22075438498389832,-0.233318059980727,-0.21146358457163839,-0.24662599822993284,-0.2476782355592784,-0.20940490433896716,-0.20565596510173217,-0.2155029108428864,-0.20353624347563165,-0.23726885498598269,-0.21990008596976574,-0.23950719510470644,-0.21351799932317778,-0.23192374804650026,-0.22502168403588801,-0.22599252108310103,-0.20994028816550425,-0.2179734252357865,-0.21345065857554746,-0.22539303910657335,-0.25430384746994755,-0.21716928728875506,-0.21198996585337504,-0.21201582696426705,-0.23842053302736946,-0.22805876450740958,-0.23607517614647938,-0.20739877575496934,-0.23175032031862686,-0.2228164471871505,-0.22101780350573172,-0.2038691078684723,-0.2060310366368443,-0.23238610824188297,-0.23543970142869977,-0.21610197967484843,-0.20842411063169483,-0.20899616235695803,-0.22856129223882785,-0.25430447118563115,-0.2355797409758692,-0.21052867655866211
-0.2078330796256829,-0.23536219815319798,-0.2067344479715311,-0.21754255842127054,-0.21021640315515128,-0.21521418593085428,-0.22011269748119425,-0.2372134032714489,-0.22464772348148412,-0.2316604074413486,-0.20858018506795126,-0.25557318222448244,-0.24419593465838713,-0.20791068602658108,-0.20464740804101267,-0.21273681068922218,-0.20333852215057116,-0.23607454097121588,-0.22050922287489003,-0.23668324789571316,-0.21162816811418592,-0.22784525980352754,-0.22654325920941465,-0.2232142851750649,-0.20870017531677923,-0.21635588989295013,-0.21201580892949756,-0.22463334099035062,-0.25345887373527654,-0.21461605460888844,-0.21285006228336736,-0.20900670778979114,-0.23757704713008101,-0.22390481042129987,-0.23282668656682504,-0.20652422061976922,-0.2331696080292916,-0.21807524810511314,-0.21894012188250314,-0.2029406368655915,-0.20515775851702045,-0.22911024811590472,-0.2314354886080035,-0.21573719402543556,-0.20723385439869535,-0.20616632716260416,-0.22412826735336963,-0.25021916087975843,-0.23261080049630314,-0.2102670526167788
-0.2066372852012946,-0.2358680762039399,-0.20535923533254016,-0.21773371155011323,-0.20841617438921958,-0.21317687199649932,-0.21854700145581904,-0.23853202676047172,-0.22482441190258864,-0.23017231495348336,-0.2078979997396379,-0.25493085060905324,-0.24116118219487664,-0.20632322355276356,-0.20376417275191816,-0.2103163691360535,-0.20261772567073152,-0.2339879701165892,-0.21984900775746405,-0.23407496817751547,-0.2101197043752235,-0.22722095653715205,-0.22476830588222108,-0.22121790621452125,-0.20716362182043954,-0.21456367359236045,-0.2105506754548285,-0.22416587404265834,-0.25286173203690826,-0.21280382723471053,-0.21078692492567586,-0.2066749494896476,-0.23955272218591062,-0.22269719093605223,-0.23071757300800386,-0.2045780625610909,-0.23016563869681142,-0.21436350585915268,-0.21783095590232485,-0.2020936627387496,-0.2042708672878488,-0.22938649898946267,-0.22635898833429802,-0.2139640107125424,-0.2060906890352751,-0.20666016286033995,-0.22259586175869703,-0.2461966732038108,-0.2294505866674795,-0.2088112295292801
-0.20572508562877495,-0.23336678159476032,-0.2040565690087456,-0.21607859942238805,-0.20586118769400166,-0.21149021494230902,-0.2162516687408661,-0.23622134174536036,-0.22290970473151073,-0.22696312135767027,-0.20625996984039777,-0.25551428083079963,-0.24132006603839534,-0.2055591727463024,-0.20275218695272434,-0.20949434630036365,-0.2026541890064141,-0.2311713475532531,-0.21894079128336283,-0.23310862553815667,-0.20848391823032672,-0.22468886441696273,-0.22388699627104014,-0.21941307927859519,-0.20683196747154237,-0.21510060737897696,-0.20947061917528995,-0.22333138808783787,-0.24970843060234102,-0.21210962615775808,-0.20935545449427034,-0.20489349426418577,-0.23858033057520128,-0.21906250110096137,-0.2300966295705245,-0.2048388280040177,-0.22677113046259642,-0.20914820836675307,-0.21638961982798957,-0.20125948520425607,-0.203387464688317,-0.22912944261658832,-0.2212622120867206,-0.21292404317978617,-0.20497405561543147,-0.20387787949226158,-0.2212912428020412,-0.24321225805237615,-0.22790762552366356,-0.20786184988458714
-0.2047782169595397,-0.23036517045315072,-0.20276272062245507,-0.21605129000304682,-0.20449064314572182,-0.2097029288044585,-0.2139783754528738,-0.23429396332215863,-0.22267280676909082,-0.22466404644163784,-0.2032325041816714,-0.25555685494898445,-0.23787243820114715,-0.20591915302195354,-0.20195472816636176,-0.20925877217518335,-0.20166923722812347,-0.2279023321763201,-0.2223179111262878,-0.2327149873808941,-0.2074953994795079,-0.2224127080757937,-0.22169867226561452,-0.21728024513567526,-0.20506867764604197,-0.2133787911273349,-0.20824759472637439,-0.2217709963927354,-0.2478139815690355,-0.21311650068161495,-0.208500754227415,-0.2026643313996621,-0.236536697936941,-0.21770456500976199,-0.22690457847630585,-0.20311113804928457,-0.22491977278597633,-0.20594131655898595,-0.2164598812347942,-0.20033088396667384,-0.20224709405732055,-0.22684963314335596,-0.22113701430385568,-0.21013677653821097,-0.20408458283547176,-0.2079294499583538,-0.22040358043150793,-0.23920235371310386,-0.22539928726499847,-0.2074166290107337
-0.20372719082719676,-0.22816190822331275,-0.20135966166935312,-0.2137442888337826,-0.20291407398323572,-0.2073861115191902,-0.21379933326126596,-0.23034216186226708,-0.2213048308648152,-0.2276910416580592,-0.2022372842718736,-0.25109739029894884,-0.23428579099736888,-0.20501439565973503,-0.20112864145147744,-0.2087916356968104,-0.20077965796178032,-0.22406411854972919,-0.2191617019441126,-0.23146505799929495,-0.20587711036873313,-0.22404294776056463,-0.21903985146995886,-0.2156018930904982,-0.20380930791342408,-0.21183096289721856,-0.20778411310052086,-0.21990168996625128,-0.24403569022360672,-0.21201245798887458,-0.2066682813536759,-0.2156703205250729,-0.2327886432716694,-0.23340310187232233,-0.22497677523074294,-0.20180406949855584,-0.2243596652377143,-0.2046013462322307,-0.2146895777050862,-0.19945394993311502,-0.2012858151053529,-0.22690461223710315,-0.21938348343899008,-0.2097661254190313,-0.20300227917343672,-0.20538541855597026,-0.21910013862238883,-0.2358179152447427,-0.22297606944841739,-0.20658642948038936
-0.2025795159824949,-0.22619532509008755,-0.2003151980595451,-0.2137903825594513,-0.20098935778134222,-0.2044273321657645,-0.2120461987112432,-0.22743384114717183,-0.21847110821213456,-0.22709560576043356,-0.20165660320817583,-0.25412664067097795,-0.2314546250104603,-0.20480453356722536,-0.20018648530027125,-0.20746913095566666,-0.1998361788686383,-0.22307909203680348,-0.21654838156270695,-0.22904906715838044,-0.20499352449735944,-0.2370823320629971,-0.21666548182686937,-0.21891026388029985,-0.2024223942032856,-0.21026040374502222,-0.2073052405708274,-0.21827780967792546,-0.24287458699745784,-0.20899483197058996,-0.20517260378221466,-0.21534812990996616,-0.2416582250651224,-0.23063993356701695,-0.22171281393899978,-0.20076107661375395,-0.22265345251522248,-0.2238923077386736,-0.21350846816667218,-0.19855779245261856,-0.2002205720499435,-0.22513861546098243,-0.22190631411533718,-0.20651101400704078,-0.20243019560496756,-0.20477266099293812,-0.2163652640839648,-0.2322659501378607,-0.21917917305221254,-0.20615354146150447
