scenario,time,load_demand,served_load,thermal_generation,wind_available,wind_used,load_curtailment,wind_curtailment,storage_charge,storage_discharge,balance_error
1,1,2.1919,2.1919,0.11150939286376048,2.1995714550418692,2.0803906071362395,0.0,0.11918084790562976,0.0,0.0,0.0
1,2,2.3535000000000004,2.3535000000000004,0.18117435507780044,2.1723256449222,2.1723256449222,0.0,0.0,0.0,0.0,0.0
1,3,2.3467000000000002,2.3467000000000002,0.24503368067609,2.1016663193239102,2.1016663193239102,0.0,0.0,0.0,0.0,0.0
1,4,2.3673,2.3673,0.27100211309384425,2.096297886906156,2.096297886906156,0.0,0.0,0.0,0.0,0.0
1,5,2.3906,2.3906,0.23294549913588902,2.157654500864111,2.157654500864111,0.0,0.0,0.0,0.0,0.0
1,6,2.4448,2.4448,1.0126870751734185,1.8523073197320095,1.4321129248265814,0.0,0.4201943949054281,0.0,0.0,0.0
1,7,2.7338999999999993,2.7338999999999993,0.9142045768078548,2.140307231419163,1.8196954231921445,0.0,0.3206118082270184,0.0,0.0,0.0
1,8,2.904,2.904,0.9150665801638168,2.1863206552672123,1.988933419836183,0.0,0.1973872354310292,0.0,0.0,0.0
1,9,2.8355999999999995,2.8355999999999995,0.9147402189219418,2.248875687767213,1.9208597810780577,0.0,0.32801590668915526,0.0,0.0,0.0
1,10,2.8120000000000003,2.8120000000000003,0.9146313582802855,2.285433121141809,1.8973686417197149,0.0,0.3880644794220941,0.0,0.0,0.0
1,11,3.2861000000000007,3.2861000000000007,1.164194203567233,2.1219057964327677,2.1219057964327677,0.0,0.0,0.0,0.0,0.0
1,12,3.2810000000000006,3.2810000000000006,1.1838650235548318,2.0971349764451688,2.0971349764451688,0.0,0.0,0.0,0.0,0.0
1,13,3.2618,3.2618,1.0168734432588646,2.2577730354584307,2.2449265567411354,0.0,0.012846478717295273,0.0,0.0,0.0
1,14,3.2360000000000007,3.2360000000000007,1.0815388303531002,2.1544611696469005,2.1544611696469005,0.0,0.0,0.0,0.0,0.0
1,15,3.2686,3.2686,1.0169306724069267,2.350689627706938,2.2516693275930733,0.0,0.09902030011386453,0.0,0.0,0.0
1,16,2.8779000000000003,2.8779000000000003,1.0149676029019359,2.312411607743064,1.8629323970980645,0.0,0.4494792106449993,0.0,0.0,0.0
1,17,2.6,2.6,0.41962243686054546,2.1803775631394546,2.1803775631394546,0.0,0.0,0.0,0.0,0.0
1,18,2.4674000000000005,2.4674000000000005,0.2746807000051201,2.1927192999948804,2.1927192999948804,0.0,0.0,0.0,0.0,0.0
1,19,2.5596999999999994,2.5596999999999994,0.487449779910317,2.0722502200896824,2.0722502200896824,0.0,0.0,0.0,0.0,0.0
1,20,2.3735,2.3735,0.28132798996966013,2.09217201003034,2.09217201003034,0.0,0.0,0.0,0.0,0.0
1,21,2.4331000000000005,2.4331000000000005,0.11276643198929348,2.4037279571739143,2.320333568010707,0.0,0.0833943891632073,0.0,0.0,0.0
1,22,2.8314000000000004,2.8314000000000004,1.0147184152554023,2.245664850494977,1.816681584744598,0.0,0.42898326575037904,0.0,0.0,0.0
1,23,2.8305000000000002,2.8305000000000002,0.9147170139941054,2.2580559764214487,1.9157829860058948,0.0,0.3422729904155539,0.0,0.0,0.0
1,24,2.4875,2.4875,0.9129694578602121,2.127831440848294,1.5745305421397877,0.0,0.5533008987085062,0.0,0.0,0.0
2,1,2.1919,2.1919,0.11151127488421944,2.207099536877763,2.0803887251157804,0.0,0.12671081176198254,0.0,0.0,0.0
2,2,2.3535000000000004,2.3535000000000004,0.11234314763889652,2.3025905555860664,2.2411568523611036,0.0,0.061433703224962555,0.0,0.0,0.0
2,3,2.3467000000000002,2.3467000000000002,0.1467221805031782,2.199977819496822,2.199977819496822,0.0,0.0,0.0,0.0,0.0
2,4,2.3673,2.3673,0.20399017175654466,2.1633098282434555,2.1633098282434555,0.0,0.0,0.0,0.0,0.0
2,5,2.3906,2.3906,0.3144207327216346,2.0761792672783654,2.0761792672783654,0.0,0.0,0.0,0.0,0.0
2,6,2.4448,2.4448,1.0126978554744799,1.8954285239776483,1.43210214452552,0.0,0.4633263794521283,0.0,0.0,0.0
2,7,2.7338999999999993,2.7338999999999993,0.9142104110264255,2.163644105701814,1.8196895889735738,0.0,0.3439545167282403,0.0,0.0,0.0
2,8,2.904,2.904,0.9150708993237923,2.2035972951688843,1.9889291006762075,0.0,0.2146681944926766,0.0,0.0,0.0
