folder_Gaussian(0.0037),folder_Gaussian(0.003),folder_Gaussian(0.0028),folder_Gaussian(0.0043),folder_Gaussian(0.0047),folder_Gaussian(0.0025),folder_Gaussian(0.0001),folder_Gaussian(0.0032),folder_Gaussian(0.0036),folder_Gaussian(0.0023),folder_Gaussian(0.0014),folder_Gaussian(0.0026),folder_Gaussian(0.0031),folder_Gaussian(0.0006),folder_Gaussian(0.0038),folder_Gaussian(0.0034),folder_Gaussian(0.0002),folder_Gaussian(0.0019),folder_Gaussian(0.0013),folder_Gaussian(0.0045),folder_Gaussian(0.0009),folder_Gaussian(0.0004),folder_Gaussian(0.0024),folder_Gaussian(0.0016),folder_Gaussian(0.005),folder_Gaussian(0.0003),folder_Gaussian(0.0039),folder_Gaussian(0.0042),folder_Gaussian(0.001),folder_Gaussian(0.0035),folder_Gaussian(0.0021),folder_Gaussian(0.0008),folder_Gaussian(0.0027),folder_Gaussian(0.0015),folder_Gaussian(0.0022),folder_Gaussian(0.0048),folder_Gaussian(0.0049),folder_Gaussian(0.0017),folder_Gaussian(0.0029),folder_Gaussian(0.0011),folder_Gaussian(0.0041),folder_Gaussian(0.0012),folder_Gaussian(0.0007),folder_Gaussian(0.0018),folder_Gaussian(0.004),folder_Gaussian(0.002),folder_Gaussian(0.0033),folder_Gaussian(0.0005),folder_Gaussian(0.0046),folder_Gaussian(0.0044)
-0.1527337000707189,-0.12400207791707492,-0.11678186674160256,-0.10418966019636214,-0.1420524483874507,-0.12666755403128585,-0.12343923798799188,-0.11714609985854174,-0.11552301293183403,-0.12827479432805977,-0.12140305858534158,-0.11507711342446662,-0.13048220327937485,-0.12205377034478403,-0.11605096679127998,-0.12227570505367207,-0.12309254700646932,-0.1140274100174378,-0.12275752888029644,-0.10408700160676386,-0.12380135595555554,-0.1253259484726869,-0.1170595353389036,-0.123015195082554,-0.11996853592876548,-0.12363006352349425,-0.12315181065203788,-0.12118483844715053,-0.11797906513196502,-0.1212507233727648,-0.1240913752611262,-0.12243674947987779,-0.1237574676867791,-0.12591868406385676,-0.12889695604543258,-0.12391385048237553,-0.13499782093368534,-0.12498690882821306,-0.11676371072880347,-0.12054808729658792,-0.14429544169462888,-0.1235898346823817,-0.1286194238720892,-0.12067383700935036,-0.14047898532932138,-0.1255134417488138,-0.12545286642320233,-0.12417920493778922,-0.12694908984516576,-0.11716414717066911
-0.15298986781385343,-0.12441202217268195,-0.11863965227895788,-0.10413266600573699,-0.1385754125413346,-0.12608045172204108,-0.12331429311379362,-0.11816843437606916,-0.11507093508741041,-0.1291611900156161,-0.12137753044534737,-0.11797137344909124,-0.1292436769329302,-0.12173817222635128,-0.11625090535832705,-0.12103200897356055,-0.12297947542808364,-0.1137009087837413,-0.12201803336759594,-0.1063237115295913,-0.12369113262509566,-0.12555294895731275,-0.11666860062891045,-0.12236075804174859,-0.12160353849696773,-0.12344192146700257,-0.12517684693092004,-0.12098140059845613,-0.11831119509200347,-0.11984951711966525,-0.12406953324283668,-0.12204948117966906,-0.12343779083152871,-0.12529382102211822,-0.1284944337839455,-0.12498592509943729,-0.13755482507559905,-0.12379084754774791,-0.11923248803084097,-0.12109701412362327,-0.14194377338076916,-0.1237418948643548,-0.1283324106068379,-0.12024124863417018,-0.14224737268312299,-0.12687732204826366,-0.12658956767229634,-0.12423328843847012,-0.12485398071189081,-0.11717414883925521
-0.1532617012839404,-0.12636623760233176,-0.11781110135121771,-0.10490178734130878,-0.13686740276658854,-0.12561829377722136,-0.12319110536946537,-0.11825679296177884,-0.116764991438458,-0.128971920271617,-0.12161954312665836,-0.11939635101628228,-0.12863523298179247,-0.12130498000254959,-0.11522899055498788,-0.12307944762726761,-0.12283962908334106,-0.11319005424089276,-0.12143179407529786,-0.10765190983654437,-0.12429231426623316,-0.12498936101761711,-0.11403648333387716,-0.12300461509304489,-0.12339486902252819,-0.12338251607993703,-0.12469946225076729,-0.12181317738292603,-0.11776674938735646,-0.12076685483730105,-0.12228841940371436,-0.12188271537063661,-0.12027559230398953,-0.12373509188254646,-0.12827489843077639,-0.12068018208285068,-0.14159012147049646,-0.12210198349952699,-0.11857965296906134,-0.12194112813269432,-0.14155106454346136,-0.12464823177348584,-0.12809372249638007,-0.12130681354927311,-0.14150509488409418,-0.12601044716718998,-0.12677480969732388,-0.12401638968950011,-0.1286003847076823,-0.11713672435952745
-0.1530656271148964,-0.12770906664238355,-0.11874611753699008,-0.1049932218621592,-0.13426543172317043,-0.1251356265384233,-0.12305243194479208,-0.11977160389346692,-0.11438902452757549,-0.12755990194959904,-0.12159414893855292,-0.11802635137878965,-0.12993012765339945,-0.12125582801515593,-0.11442846469026159,-0.121540031664224,-0.12276576445281347,-0.11154950278176268,-0.1210902625473992,-0.1087422194456134,-0.1234929265846482,-0.12481399905406967,-0.1137221275084078,-0.12318539314310561,-0.12305615141430218,-0.12352808570067277,-0.12623742421451317,-0.12060118621577341,-0.11797888451932352,-0.12265432980555223,-0.1225331103226777,-0.12236130254496641,-0.12212358873289032,-0.122773636271214,-0.1284912284193173,-0.12108067249977823,-0.1382484727862672,-0.1223566230393915,-0.11853705140595563,-0.12104171181014248,-0.14417538285996861,-0.12567480339559325,-0.12848167113732573,-0.12203840428596635,-0.14306765338576585,-0.12470916432471542,-0.1263446486690097,-0.12385864589001297,-0.1322246976658085,-0.1162477875651558
-0.15409922048634692,-0.1258910334330174,-0.11745216317493044,-0.10689034849286193,-0.13510526127819944,-0.12531329906806754,-0.12289452455529652,-0.12220006820508227,-0.11342867534822654,-0.12805768863670355,-0.11970296396684853,-0.11875822536756604,-0.1310432438978461,-0.12153968191563873,-0.11599382018241831,-0.12291163621567694,-0.12293435116462194,-0.1114299039592312,-0.12114425996124403,-0.10520918787286945,-0.12322343412797972,-0.1244769490205549,-0.11393719500651754,-0.12225123574582167,-0.12155203737341297,-0.12342185453860102,-0.1271019375177688,-0.1214553511579717,-0.11816617682056671,-0.12119477582128502,-0.12143105544448321,-0.121930316817154,-0.1218662772624145,-0.12142300318071689,-0.1276592524507892,-0.11815142697020191,-0.1383545253127193,-0.12221575827628861,-0.11664290502325912,-0.12169882353606969,-0.14649328273804754,-0.12562123392934102,-0.12774071139701468,-0.12266674259325958,-0.14389733889677478,-0.12435958702235794,-0.12503192085928805,-0.12351812739013333,-0.12973651581945458,-0.11727103931554592
-0.15351362267075028,-0.12813121751731127,-0.11856407842128337,-0.10772160866970917,-0.13637557979475326,-0.12545722794266362,-0.12284117536247824,-0.12319168865036494,-0.11415564734014183,-0.12597291696935423,-0.12076724252649423,-0.11791199935835914,-0.13122033742428352,-0.1210478617456067,-0.11504804517070913,-0.12184433822358236,-0.12290425517770126,-0.11292253901806695,-0.12161411010248614,-0.10589469814595315,-0.12304967346590458,-0.1247544191598663,-0.1118517614297385,-0.1216326045121419,-0.1196922686838169,-0.12331471608173157,-0.12574362274228773,-0.12159286753732364,-0.1180945997865681,-0.1203572612986414,-0.12199458107335656,-0.12178835107340731,-0.12103899093615103,-0.12136349327055956,-0.1280816765592091,-0.11958128620424616,-0.14293931104390825,-0.1210965375774487,-0.11575581147681108,-0.12164794478739452,-0.14822244253892847,-0.12597023660700044,-0.12724883503264553,-0.12208808814491638,-0.14456171854615688,-0.12511340916821084,-0.12356107436000187,-0.1236646421632363,-0.12798894785027212,-0.11616824024273907
-0.15407132895532485,-0.12497121334171613,-0.11936164755323084,-0.10774057112784069,-0.13941363779433785,-0.12400733689848806,-0.1226760727308825,-0.12295446512624292,-0.11328800689442665,-0.127071611923039,-0.11961016751319235,-0.11967022732496277,-0.13049257606465545,-0.12081688017553967,-0.11459519878831487,-0.12145400448710944,-0.12261022638200685,-0.11327369262265995,-0.1208404872632754,-0.10717245110959295,-0.122434689946534,-0.124745516484757,-0.11033340980231529,-0.12112648460215583,-0.12156062501921056,-0.12305533768766275,-0.12859119896658205,-0.12052447176261674,-0.11777741828730197,-0.12202538244169096,-0.12221693131745855,-0.12174307317267173,-0.1209589106996943,-0.12123570749175462,-0.1260661388543711,-0.12207838167099486,-0.14280366743122205,-0.12200053936149859,-0.11697237435510706,-0.12085780605365244,-0.1506191104478837,-0.12567179541170595,-0.12740749317406017,-0.12223934400778144,-0.14351182744009447,-0.12422870513332579,-0.1215605286109146,-0.12343768889735282,-0.128355727025841,-0.11749857659803409
-0.15233442801943028,-0.12552603535510024,-0.1185410766693724,-0.11007698855258774,-0.13659163885571318,-0.12448918276804577,-0.12255423994541985,-0.12196174913940108,-0.11593589083590844,-0.12678011361202496,-0.11924576994492224,-0.11775800520761828,-0.13067453902411935,-0.12080990434044864,-0.11431977021403977,-0.11802060770010277,-0.12246198791779092,-0.11322696729238911,-0.11963687483335969,-0.11063259527335466,-0.12204065161487718,-0.12473456614807686,-0.1098863355918744,-0.12152947095169861,-0.12183192598065268,-0.12270300369830178,-0.1268202283741513,-0.12223270009659433,-0.11785445169658876,-0.1203843053158138,-0.12207573935333549,-0.12134527245145799,-0.12113233569382328,-0.12188433986157184,-0.12713498769418263,-0.12258388086584945,-0.1441238524588241,-0.12156112312086069,-0.11782113703952458,-0.12067957591479272,-0.14886182794002611,-0.12471301631384239,-0.12723440844608624,-0.12239761601007292,-0.14260860320404228,-0.12300697838645408,-0.12304109682227994,-0.12343218978895094,-0.12910699742463166,-0.11887545374172886
-0.15213736270547512,-0.12386532421452971,-0.12015731066877697,-0.10857270403735177,-0.1311388661619656,-0.12415878889245581,-0.1224030528462484,-0.12074892836114183,-0.11987329786799265,-0.12570327979902388,-0.11918547006553448,-0.1170093738045532,-0.13035964240774256,-0.12086530529458532,-0.11357438293482006,-0.11711462743076026,-0.1223454173447112,-0.11364996490213615,-0.11859475506415752,-0.11391428033740093,-0.12279644701350166,-0.12463882336511302,-0.11005769800563378,-0.12207973530231493,-0.11928978424572238,-0.12270434945065184,-0.12611439128492197,-0.12150454149390416,-0.11748890423033066,-0.1192829676832143,-0.12250720064824373,-0.12184684787430537,-0.12283788600428902,-0.12239693478258121,-0.1256854416519052,-0.12225404405409124,-0.1402716872464295,-0.12271240978442766,-0.11752500565974357,-0.11940263658134834,-0.14749844771449133,-0.1247792072292025,-0.12732839471898208,-0.12241942907427297,-0.13933299557601728,-0.12228661396727011,-0.122270847227361,-0.12332057463422283,-0.1281349816762144,-0.11515099622241223
-0.15131164864727276,-0.12301712893776537,-0.11886501262059519,-0.10418762370845508,-0.13008197497956445,-0.12402797236648355,-0.12227101089899765,-0.119854953013281,-0.11999056706768813,-0.12407392698135039,-0.11856574456907464,-0.11769231778863802,-0.13172918442818818,-0.12069394745473247,-0.11388910700680788,-0.11819540017161678,-0.12231833193273683,-0.11270970332357186,-0.11877927793155113,-0.12129968977355107,-0.12328858551498122,-0.12460065496707584,-0.10801968761007451,-0.12302863491664727,-0.11859780029759152,-0.12276511489050694,-0.12695195909634832,-0.12110081081655819,-0.11743286921660143,-0.12056595655127042,-0.12141553991916892,-0.12145420624295357,-0.12493468425784095,-0.12228096574242567,-0.12653777570850236,-0.11994890671601002,-0.1436959011049338,-0.12203255965418947,-0.11380586684826431,-0.11976422665542191,-0.14795065449566044,-0.12341909360891207,-0.1275743713357632,-0.1218368865973446,-0.14162348791800908,-0.12186056143789621,-0.12189849718461204,-0.12313098387304859,-0.12580908170321348,-0.11602570760995694
-0.15345825208139918,-0.12251386683237676,-0.1188104915221009,-0.10232234053488691,-0.1279204885790982,-0.12262438561694683,-0.12209081273211642,-0.1238966620051557,-0.11883152808648285,-0.12449587262302877,-0.11738623388898828,-0.118705272528904,-0.12951658911082709,-0.12124575865043162,-0.11246327805205372,-0.11652593185801777,-0.12210686630361277,-0.11340114594122896,-0.11915336643127179,-0.12143883171101075,-0.12320387712052584,-0.12409181833557525,-0.10746897256493489,-0.12204331864511409,-0.1248901865199564,-0.12260646142496125,-0.12980206909849892,-0.11950708081319761,-0.1177292443828831,-0.11989867389641423,-0.1228770291951605,-0.12121580485477246,-0.12340404515259053,-0.12323434175214261,-0.1275348695332041,-0.1175503995254033,-0.1451085723658766,-0.1235577280852925,-0.11475650367894884,-0.11932607816344472,-0.15103565199182833,-0.12363045449880711,-0.127624369474291,-0.12156603520257413,-0.14183965616208943,-0.12000430357248355,-0.11981239611675282,-0.1229467186432973,-0.12715275649088464,-0.11591587307190507
-0.15112990859604744,-0.12334393067756298,-0.1179609846152754,-0.10630260559089232,-0.12809651986147502,-0.12269676608976543,-0.12189162819799933,-0.12205254261101826,-0.1172379258646281,-0.12388997737523388,-0.11860684601371432,-0.11912475048749264,-0.12721884050525048,-0.12116275456173199,-0.11193653561713647,-0.11723891147617393,-0.12206872128614396,-0.11350787753957459,-0.11903517499659962,-0.12351438619267284,-0.12306129684508858,-0.12381844187671524,-0.10897074187856641,-0.12098817068288861,-0.12572421602560768,-0.1226552330276713,-0.12730774663688052,-0.1212051163781561,-0.11749977682432723,-0.12054417600092578,-0.12207651412882373,-0.12070450583086238,-0.12273923208665607,-0.122229182288873,-0.12763922395213076,-0.11463119457391473,-0.15058901549863785,-0.12321754153860941,-0.11542482145286671,-0.1176388722379798,-0.14910515863596083,-0.12355473941722472,-0.12646516804847255,-0.1214571394537658,-0.1426292188505309,-0.12063525228059875,-0.12151920113703449,-0.12308571447826697,-0.12641839060586396,-0.11505662309377357
-0.14887229420804618,-0.12440811249056237,-0.1195414360839434,-0.10712329674837234,-0.1276606907349995,-0.12248964818979086,-0.12178409335031933,-0.12140901616158764,-0.11782326786867031,-0.1226001828663764,-0.1181436956114388,-0.11934097864170319,-0.12738551005515103,-0.12071691036445842,-0.11370352337145134,-0.11824438229140295,-0.12190044278865467,-0.11580859836857259,-0.11847620111215162,-0.12081004763300954,-0.12379154083320325,-0.12341952288340355,-0.10876933237972454,-0.12059808664186773,-0.12473110114494267,-0.12263679508024936,-0.12315541226411426,-0.12038450931088765,-0.11724089122798353,-0.11856326472844618,-0.12236554801966161,-0.12056652683406831,-0.12216034368145572,-0.1213273699374943,-0.1264226946377625,-0.11537248412973117,-0.14695579210453144,-0.12397829209069024,-0.11170559353646141,-0.11811621463156627,-0.14392901024039853,-0.12323018093212479,-0.12639714352977371,-0.12276062924786028,-0.1401407176657682,-0.12110378186386939,-0.12150341095552811,-0.12323714739697687,-0.1289957878686862,-0.11638135629011014
-0.146794866418112,-0.12337103296054512,-0.11836423029095702,-0.10409967790812713,-0.12991981778961312,-0.12581910958528428,-0.1216662644564107,-0.12345342518427253,-0.11712647848812532,-0.12118200305214102,-0.11723518661160835,-0.11947836808949534,-0.12507871576382074,-0.12076718055293582,-0.11170570876334777,-0.11886905532224086,-0.12177076912624268,-0.114563857350561,-0.11921684405392285,-0.11827812477653428,-0.12363455740825267,-0.1232308329908998,-0.109817841799201,-0.12067665958070503,-0.12586961739669278,-0.12271680195464846,-0.12236804495470968,-0.11895850028146912,-0.11697352615681306,-0.11797424475244839,-0.12212876135164645,-0.12034471795150845,-0.12142469060328727,-0.12140353180447022,-0.12705331184802912,-0.11563766331961232,-0.14837428969873703,-0.12254394091060547,-0.11143693450378991,-0.11845594464771027,-0.1416253006885767,-0.12342930380095149,-0.12650017948487943,-0.12222722679365151,-0.1416002691553555,-0.12029216622770825,-0.1240541563501785,-0.12324078366941124,-0.12935587264574708,-0.11500299338771262
-0.14526130909434432,-0.12424864182457558,-0.11730596354364989,-0.10609160077204428,-0.13027350429322945,-0.1218999795328282,-0.12151218427440179,-0.12373482331907104,-0.11690740761837036,-0.1205816314321092,-0.11720034566070145,-0.11888431412841324,-0.12372985734125264,-0.12079224416406124,-0.11061447562664972,-0.11858805920880638,-0.12174040088165576,-0.1161010692194946,-0.11933011262474523,-0.11429881302070717,-0.122826878067814,-0.1228865476577862,-0.11014153159135325,-0.121247688764177,-0.1280332673517203,-0.12254739905549038,-0.12306519941833108,-0.11287693491652857,-0.11696073754360083,-0.12063656246487059,-0.12282772968183413,-0.12066129297294902,-0.12177708373212402,-0.11962469776440156,-0.128078938744601,-0.11725916469095835,-0.14712251888009534,-0.12104047651557882,-0.11083230482725565,-0.11786227924318247,-0.14389940680442553,-0.12292170530615824,-0.12641163164415162,-0.12351599393573352,-0.13884339879614765,-0.12041361189302088,-0.12314440326010803,-0.12316545086131356,-0.13256679055476744,-0.11418779232451312
-0.1430571563483863,-0.12344514550221758,-0.11644132705475654,-0.10433176976529902,-0.12898354601023226,-0.12165747539667499,-0.12135017080359897,-0.12503508941593622,-0.11852007037791075,-0.11997461410179197,-0.11748052585326357,-0.1203422434372104,-0.12162788698869631,-0.12061642295689794,-0.10697371991053624,-0.12011201169588631,-0.12167522700055212,-0.11772764174851191,-0.11960725302878523,-0.11555691935009699,-0.12257822828292816,-0.12248854651239569,-0.11094531924604709,-0.11978385835279567,-0.1315221453528643,-0.12234680037353533,-0.12506036577079102,-0.11252882535585773,-0.11642081502928456,-0.12112425226341514,-0.12502263033926805,-0.12056927131899403,-0.12176871928686522,-0.12000424617336032,-0.12857056365367542,-0.11892981499085094,-0.14702834660731573,-0.1225584051871095,-0.1118226236492952,-0.11787037648179297,-0.14287025440979753,-0.12295191025097858,-0.12671560940429902,-0.12240416254917305,-0.14257671944624886,-0.12103320934583195,-0.12201312100111072,-0.12321233760214172,-0.1302708121271046,-0.11592148595781258
-0.14332329445440098,-0.12344492097396617,-0.11646771241216036,-0.10929806268181956,-0.13046149329494144,-0.12173826364662466,-0.12120270662458738,-0.12650398432693652,-0.11666397930576362,-0.12046343238144289,-0.11745865130470845,-0.11953523451933266,-0.12056703845772851,-0.12039407974435865,-0.10942119894116006,-0.11945914064927646,-0.1214682063659666,-0.11700551491540191,-0.11888233029180827,-0.11829624962522224,-0.12224843696827632,-0.12261708707252612,-0.11244431369325024,-0.1200580819547252,-0.13009593411203568,-0.12200177087960155,-0.12405610824213564,-0.11188654395737062,-0.11741095520882082,-0.11832564520006426,-0.12440659939358557,-0.12026873711896256,-0.12111239947482381,-0.11989966898188055,-0.12855087474511068,-0.11569627853575831,-0.145452946140756,-0.12300480054036812,-0.1116777924113173,-0.11762635341845895,-0.13953652237510755,-0.12259085987012928,-0.12607066589534252,-0.12258374511768837,-0.1398349216488069,-0.12043465578163995,-0.1236411101702376,-0.12304872011342217,-0.13162370993403458,-0.11840236725443413
-0.14419440392539148,-0.12337539058008183,-0.11540528362777652,-0.11017471182631411,-0.12903679279014443,-0.12173057169799081,-0.12112660113929699,-0.12587160068818526,-0.11546750850248173,-0.12151675054046575,-0.11805040882352673,-0.12006076677048799,-0.12077086074807696,-0.12042111537868588,-0.10878360466739372,-0.11796853096317887,-0.12144557981071805,-0.11754730279170192,-0.11913400194479923,-0.11916172940759434,-0.12176873091959439,-0.122424373658436,-0.11301629975477331,-0.1189501154715696,-0.1294806243640324,-0.12205171601880531,-0.122688609013957,-0.11103158885438073,-0.1171006741491723,-0.11880369866915777,-0.12545117497838296,-0.12024412457471395,-0.12169339719296814,-0.12056715511536917,-0.12713695692425253,-0.11885074199170259,-0.1508075575859143,-0.12320536286394057,-0.11310935905527804,-0.11783904277603677,-0.14130657348257405,-0.12269750508347826,-0.12600609637280433,-0.12294004840422175,-0.13599846857372785,-0.11937782093354045,-0.1250727913374255,-0.12265973265190962,-0.13397618929277677,-0.11911568698946097
-0.141023342344255,-0.12115911864975373,-0.11702530035618468,-0.11020488768555799,-0.12853180004803463,-0.12019052145815316,-0.12108003265417373,-0.12839528624630112,-0.11566248044188492,-0.12293311559875067,-0.1185113146307959,-0.1195153735047559,-0.12223013504250849,-0.12018983336267912,-0.10662283104776965,-0.11890090709479101,-0.12124581662542522,-0.11725120767915215,-0.118085843934906,-0.12135266660212846,-0.12161724085299781,-0.12205959816980357,-0.11134699690517992,-0.11926208938170778,-0.13143282813764115,-0.12168866501643504,-0.12070774739023635,-0.11841904801269912,-0.11733117740569518,-0.12120551118493957,-0.12489923057150412,-0.11939999375531794,-0.12108440291189178,-0.1210133436456079,-0.1248430130544023,-0.11916834454142053,-0.15043737013894506,-0.12243198173886792,-0.11496393285644504,-0.11755432280816763,-0.13779590345873516,-0.12231948942470479,-0.12593919051411284,-0.12442263370881335,-0.1345754413569858,-0.11836388543931851,-0.12322932019458267,-0.12277881701185463,-0.13255790989771554,-0.11914741049561599
-0.13797970672056953,-0.11925403803989221,-0.11658223487060565,-0.11037838438530173,-0.12682501780012062,-0.11954719325000138,-0.12101662790534168,-0.12910454712082892,-0.11622947930875417,-0.12188622620168862,-0.11768955096557857,-0.11906103881434403,-0.12128516975008707,-0.12027386613614381,-0.10518956993715209,-0.11924658409049955,-0.12099453714887488,-0.11698635632072535,-0.11790575532420583,-0.12221061078200644,-0.1213793297740685,-0.12223439027290561,-0.11209308371634079,-0.11896433285957667,-0.13413666819837863,-0.12154264495033627,-0.11984974251443782,-0.11782843237321831,-0.11765882686573141,-0.12237410584629789,-0.12441951548508025,-0.11948262294539846,-0.11786479416206737,-0.12122260182587395,-0.12583872974345978,-0.11964560287470938,-0.14585213987621098,-0.1224462205894582,-0.11665460803884393,-0.11771654267937393,-0.1380892987260219,-0.1223275623037356,-0.12580866525111958,-0.12472915240326506,-0.1320686087946916,-0.11847478435505385,-0.12405548486579197,-0.12314734519493539,-0.13536354121401525,-0.11825256553061075
-0.13561700631429768,-0.12033372913410605,-0.11469593397823331,-0.11026157936287692,-0.13009192657030985,-0.11839195397302715,-0.1209464796511963,-0.1284634477011773,-0.11771991017926871,-0.1227821827918687,-0.1182203572855474,-0.11782947257316621,-0.1206151712395309,-0.12034405519248902,-0.1037326341866199,-0.1185543717710897,-0.12076533486839586,-0.11554614748168757,-0.11783586885404619,-0.1221986470105746,-0.12132893916268507,-0.1220407398542394,-0.11212974731412219,-0.11960500967718789,-0.1289164292720727,-0.12135838143742304,-0.12308479999572514,-0.11683472635502935,-0.11733956177606149,-0.12077484745275466,-0.12538200462100346,-0.11957353273157631,-0.11790858766502307,-0.12105324566488271,-0.1249181558958166,-0.11984534620418522,-0.1488356809353123,-0.12175356267682914,-0.11598537178420615,-0.11745072217200979,-0.13610842023241143,-0.12161872496978983,-0.12512387206511819,-0.12151341096294425,-0.13237343136064833,-0.11750530818811362,-0.12505549766251722,-0.12344524723729773,-0.13701607444401748,-0.12265737524994534
-0.13694970997851574,-0.12173206703205626,-0.11511325675806691,-0.11042069181869026,-0.13363268488667154,-0.11777855613572374,-0.12094404354717964,-0.12691447461241787,-0.11887336994860814,-0.12367554393894661,-0.11956093014391461,-0.1169255070440264,-0.1205743038062681,-0.11988197657497107,-0.10377164013788598,-0.12014837179481902,-0.12070583166453003,-0.11747802359578215,-0.1166650752683797,-0.1232091418113847,-0.12080523515146245,-0.12177610909478047,-0.1111396320863952,-0.1204765032048613,-0.12657805872387307,-0.12127495040659537,-0.11909922952222646,-0.11574094268207384,-0.11761959253713154,-0.11866349947193454,-0.12457488150858811,-0.11969474174254019,-0.11635930454190463,-0.12098189776624563,-0.12428348233433231,-0.12030171410588357,-0.14199285673025305,-0.12226848431343833,-0.1150627647494991,-0.11758939901656495,-0.13366644495667004,-0.12207470153728359,-0.12506941433071772,-0.12289657738517164,-0.1352732644443818,-0.11605048694808849,-0.1272337214298189,-0.12324715124860024,-0.13803742671978425,-0.12286294742107991
-0.14057829372631395,-0.12143425438614892,-0.11456451691325578,-0.1119311880013578,-0.13338927091605726,-0.11641471056020715,-0.12090372944268948,-0.12732132395654377,-0.12106332121162634,-0.12517564166848402,-0.12059329738438994,-0.1153973931703268,-0.11982240878834385,-0.11941496317595636,-0.10682005822699285,-0.1223954071367456,-0.12081314639319121,-0.11697529004402027,-0.11741395378405665,-0.12181556039318159,-0.1204923697927447,-0.12145505884476318,-0.10985396349513991,-0.1201928662076334,-0.12856331509422472,-0.12095491719430922,-0.11936334154756142,-0.11630239165595439,-0.11715599269360705,-0.11872743242164724,-0.12388485886471226,-0.11941681268700234,-0.11524494529811252,-0.12149337402511479,-0.12442665976338319,-0.11722680146400868,-0.13910303655177628,-0.12269127680844175,-0.11470594009900356,-0.11771781717368307,-0.13257827661455893,-0.12177003470282267,-0.1253696772077437,-0.12080339908979504,-0.1398710803157552,-0.11433307170380774,-0.12746579761546076,-0.12311714310414111,-0.13494277027006304,-0.12506137243520776
-0.1405658332989551,-0.12239280189243759,-0.1132436503010231,-0.1135812254841912,-0.13266557409303412,-0.11562826640582306,-0.12076527693036057,-0.1277401352990278,-0.12132475755924199,-0.12370566040657946,-0.12091802849619401,-0.11328502077645755,-0.11928535312699048,-0.11920184100041734,-0.10723446036662514,-0.12150717776996398,-0.12073645651765144,-0.11782127889027877,-0.11733395369556268,-0.12063529590526109,-0.12041026530661356,-0.12155067106752998,-0.11055542735359276,-0.11884374788122846,-0.1287545570466773,-0.12073344466227055,-0.11898871673714602,-0.11420661882995171,-0.11671363279084983,-0.12020472768850361,-0.12292505979501314,-0.11905832281086165,-0.11566600451472578,-0.12124754789716252,-0.12249610986962678,-0.1156821700108315,-0.1375671659032985,-0.12265690630755427,-0.11524125821377754,-0.11849032610093013,-0.13305428660233998,-0.12160225030050881,-0.12471399289288496,-0.12215322453555802,-0.14153087337747583,-0.11437479823423233,-0.1253133100848356,-0.12306059460516834,-0.13639179693023068,-0.12625973167779656
-0.14188223789894722,-0.12226534079182592,-0.11299659579079695,-0.11222408224176737,-0.13372257776985572,-0.11792511102960747,-0.12070984972541222,-0.12922251309825883,-0.1206671301122057,-0.12196822850399192,-0.120871474670263,-0.11258313384488688,-0.12067713942940368,-0.11927413624232118,-0.10804688155344964,-0.12187168907900588,-0.12059849056545341,-0.11747078982432875,-0.11743426358794708,-0.12063145920165497,-0.11995387939556025,-0.12120006891892356,-0.11011161177397359,-0.11925367393687025,-0.12692218363070704,-0.12050354098772059,-0.12060816948351614,-0.11541504288669056,-0.11628566518782905,-0.11865635305583254,-0.12175737770373636,-0.11893770207606219,-0.11539670887640041,-0.1198636579239848,-0.12170751589752583,-0.11593454284741588,-0.13375019538138969,-0.12357296052320604,-0.11657623943184751,-0.11917299814923078,-0.13359832837129582,-0.12145634115725032,-0.12463775228081991,-0.12103557854360729,-0.14089480093483012,-0.11409917739423317,-0.12377299000889525,-0.12290375578613247,-0.13744895212625263,-0.12723278571324936
-0.14089694219203772,-0.12240962235448963,-0.11191047998035353,-0.11098263248063082,-0.13557667793277395,-0.11617147158802382,-0.12057394874598325,-0.1283496980063998,-0.11886664276006821,-0.12322665482663178,-0.12067195623372012,-0.11159855546753547,-0.11977735476411043,-0.11934688548185819,-0.10671757339455888,-0.1253269741106229,-0.12051603866955443,-0.11900600337836811,-0.11741137133904933,-0.12014634092565736,-0.12000764512947512,-0.12105078672002445,-0.11097810689687485,-0.12027095835187679,-0.12592230154785747,-0.12061133436914723,-0.1198500631320412,-0.11305980578166393,-0.11642200995940558,-0.11847124215295265,-0.12207030450557937,-0.11844160065640415,-0.1150457864860003,-0.11847092504288785,-0.12079745480115181,-0.11235701218122335,-0.13126061698109362,-0.1225733952325714,-0.11795757074367855,-0.11954121610679869,-0.13169571094670732,-0.1209274742227744,-0.12499595609186306,-0.11951916075479582,-0.14138379352733982,-0.11526204781853176,-0.12161637806597037,-0.12265368189915586,-0.13994734072600382,-0.12619430835198941
