Interval_ID,Boundary_Hour,Unit_ID,On_Status,Consecutive_State_Hours
2,48,8,0,48
2,48,9,0,48
2,48,10,1,26
2,48,11,1,18
2,48,12,0,48
2,48,13,0,48
2,48,14,0,48
2,48,15,0,48
2,48,16,0,48
2,48,17,0,48
2,48,18,0,48
2,48,19,0,48
2,48,20,1,48
2,48,21,0,34
2,48,22,0,48
2,48,23,0,48
2,48,24,0,48
2,48,25,1,11
2,48,26,0,48
2,48,27,1,48
2,48,28,1,48
2,48,29,1,35
2,48,30,0,48
2,48,31,0,48
2,48,32,0,48
2,48,33,0,48
2,48,34,0,48
2,48,35,0,48
2,48,36,1,16
2,48,37,0,48
2,48,38,0,48
2,48,39,1,10
2,48,40,0,48
2,48,41,0,48
2,48,42,0,48
2,48,43,1,34
2,48,44,1,10
2,48,45,1,18
2,48,46,0,48
2,48,47,0,48
2,48,48,0,48
2,48,49,0,48
2,48,50,0,46
2,48,51,0,48
2,48,52,0,48
2,48,53,0,48
2,48,54,0,46
2,48,55,0,48
2,48,56,0,48
2,48,57,0,48
2,48,58,1,10
2,48,59,1,17
2,48,60,0,48
2,48,61,0,48
2,48,62,0,48
2,48,63,0,48
2,48,64,1,35
2,48,65,1,18
2,48,66,0,48
2,48,67,0,48
2,48,68,0,48
2,48,69,0,48
2,48,70,0,48
2,48,71,0,48
2,48,72,0,48
2,48,73,0,48
2,48,74,1,48
2,48,75,1,9
2,48,76,0,48
2,48,77,0,48
2,48,78,0,48
2,48,79,1,10
2,48,80,0,48
2,48,81,1,48
2,48,82,1,48
2,48,83,1,34
2,48,84,0,37
2,48,85,0,48
2,48,86,0,48
2,48,87,0,48
2,48,88,0,48
2,48,89,0,26
2,48,90,1,15
2,48,91,0,48
2,48,92,0,48
2,48,93,1,18
2,48,94,0,48
2,48,95,0,48
2,48,96,0,48
2,48,97,1,35
2,48,98,1,18
2,48,99,1,18
2,48,100,0,48
2,48,101,0,48
2,48,102,0,48
2,48,103,0,48
2,48,104,0,46
2,48,105,0,48
2,48,106,0,48
2,48,107,0,48
2,48,108,0,46
3,72,1,0,72
3,72,2,0,72
3,72,3,0,72
3,72,4,1,9
3,72,5,0,23
3,72,6,0,72
3,72,7,0,72
3,72,8,0,72
3,72,9,0,72
3,72,10,1,10
3,72,11,0,3
3,72,12,0,72
3,72,13,0,72
3,72,14,0,72
3,72,15,0,72
3,72,16,0,72
3,72,17,0,72
3,72,18,0,72
3,72,19,0,72
3,72,20,1,15
3,72,21,0,9
3,72,22,0,72
3,72,23,0,72
3,72,24,0,9
3,72,25,0,23
3,72,26,0,72
3,72,27,1,72
3,72,28,0,24
3,72,29,0,21
3,72,30,0,12
3,72,31,0,72
3,72,32,0,72
3,72,33,0,72
3,72,34,0,72
3,72,35,0,72
3,72,36,0,6
3,72,37,0,72
3,72,38,0,72
3,72,39,0,23
3,72,40,0,72
3,72,41,0,72
3,72,42,0,72
3,72,43,1,10
3,72,44,0,23
3,72,45,1,10
3,72,46,0,72
3,72,47,0,72
3,72,48,0,72
3,72,49,0,72
3,72,50,0,70
3,72,51,0,72
3,72,52,0,72
3,72,53,0,72
3,72,54,0,70
3,72,55,0,72
3,72,56,0,72
3,72,57,0,72
3,72,58,1,9
3,72,59,0,23
3,72,60,0,72
3,72,61,0,72
3,72,62,0,72
3,72,63,0,72
3,72,64,1,10
3,72,65,0,4
3,72,66,0,72
3,72,67,0,72
3,72,68,0,72
3,72,69,0,72
3,72,70,0,72
3,72,71,0,72
3,72,72,0,72
3,72,73,0,72
3,72,74,1,15
3,72,75,0,24
3,72,76,0,72
3,72,77,0,72
3,72,78,0,9
3,72,79,0,23
3,72,80,0,72
3,72,81,1,12
3,72,82,0,24
3,72,83,1,1
3,72,84,0,12
3,72,85,0,72
3,72,86,0,72
3,72,87,0,72
3,72,88,0,72
3,72,89,0,50
3,72,90,0,2
3,72,91,0,72
3,72,92,0,72
3,72,93,0,23
3,72,94,0,72
3,72,95,0,72
3,72,96,0,72
3,72,97,1,10
3,72,98,0,23
3,72,99,1,6
3,72,100,0,72
3,72,101,0,72
3,72,102,0,72
3,72,103,0,72
3,72,104,0,70
3,72,105,0,72
3,72,106,0,72
3,72,107,0,72
3,72,108,0,70
