x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014086889777081592,0.01476594321156561,0.015136710907321372,0.01337880442143589,0.015083962418702126,0.01599144489571936,0.013074097253198446,0.012801361573000457,0.023972516767680085,0.024622350245844284,0.018751240687353565,0.018751240687353565,0.015136710907321372,0.01674997170386157,0.01456416273349051,0.014432960708548397,0.017469733638300365,0.018751240687353565,0.013783373757198443,0.013783579256528563,0.018751240687353565,0.014394551154152557,0.013647968408339206,0.015472768425604516,0.014399832572323459,0.014578492212461413,0.01633749510231069,0.014399832572323459,0.013647968408339206,0.01316662695115301,0.017317005019969467,0.014610476002147411,0.014610476002147411,0.01339684881326736,0.015413097537798822,0.015147616658432849,0.013269180059395426,0.01350321815555434,0.013783579256528563,0.02239420618016872,0.012929248058954472,0.012880152866896456,0.013934343492571737,0.01859829246365193,0.023972516767680085,0.017318546882543848,0.01562471662282325,0.024162005388214485,0.01674997170386157,0.01562471662282325,0.015346522654601291,0.015147616658432849,0.015346522654601291,0.022180441354295765,0.015848109331973365,0.012880152866896456,0.018751240687353565,0.016241603582347483,0.01580793199981114,0.01456416273349051,0.01645895642447645,0.014399832572323459,0.012910826939635805,0.014627852182102791,0.013077148277845287,0.01509855403710347,0.012993444159853425,0.014643657733005218,0.01503498841210374,0.016241603582347483,0.014306819136094925,0.01456416273349051,0.01645895642447645,0.016253888658563996,0.01681620182871929,0.01456416273349051,0.01645895642447645,0.014432960708548397,0.013074097253198446,0.015848109331973365,0.014643657733005218,0.01939009579141085,0.014543019994216004,0.018751240687353565,0.013647968408339206,0.013064589045429507,0.015083962418702126,0.013077148277845287,0.013166252514348723,0.015265524644769891,0.023972516767680085,0.013166252514348723,0.015472768425604516,0.013126814530429968,0.013845081693886402,0.015848109331973365,0.016269222822546777,0.01823029533710932,0.01316662695115301,0.01617557189087962
0.028913419106951364,0.026497653122611594,0.026253613650761305,0.03260634417362071,0.029793450004478774,0.026591384948758397,0.02934513180139508,0.03060358778315304,0.026591384948758397,0.026860782619380262,0.03260634417362071,0.026522911327846687,0.026315163129720896,0.03060358778315304,0.029243335434781487,0.027710391382715867,0.029781152563261387,0.030360334590539374,0.02643542656317392,0.027676752819286013,0.026591384948758397,0.02607437260916395,0.026685252279635117,0.027090093642136784,0.02781015340802448,0.026944062356369317,0.027676752819286013,0.029243335434781487,0.026131500514682538,0.02934513180139508,0.03260634417362071,0.026052756745204044,0.02775047696681615,0.02864972021847919,0.031437978407003776,0.0278059510115205,0.02929095698611008,0.026685252279635117,0.02945276838439706,0.026434244664839034,0.029876667059830192,0.02646366987897343,0.02775047696681615,0.029793450004478774,0.02737833801221625,0.03104173328838823,0.02721559209079696,0.02633711768573001,0.02646366987897343,0.026253613650761305,0.027819077659158337,0.028442965078421166,0.029243335434781487,0.028913419106951364,0.027676752819286013,0.026944062356369317,0.028442965078421166,0.03655972297217933,0.026052756745204044,0.02671625026560254,0.026866952817666,0.02669441291481637,0.029781152563261387,0.027392277595541872,0.027299403547935412,0.03260634417362071,0.03277972769303175,0.03655972297217933,0.03260634417362071,0.03104173328838823,0.028913419106951364,0.030020360679333852,0.026052756745204044,0.029055565643945958,0.026912113410136777,0.026253613650761305,0.0264032885566639,0.030444399504726737,0.026131500514682538,0.02935666082199155,0.02669441291481637,0.02775047696681615,0.02818782487026881,0.029781152563261387,0.027642606009812335,0.029781152563261387,0.028867532928016023,0.02864972021847919,0.02739203621960707,0.02675830730259746,0.030444399504726737,0.02744921935219238,0.027085025400664722,0.027768280300352412,0.02607437260916395,0.027051793167471635,0.026434244664839034,0.028867532928016023,0.02739203621960707,0.027001218582038553
0.041838910340268216,0.04077085696159853,0.040785476523481926,0.044179996921625886,0.04429404697748006,0.048636427990029464,0.041752645802870705,0.040524624571054726,0.04344567514771415,0.048636427990029464,0.04116612364493447,0.04216881407082199,0.04029951148284819,0.042555785186596216,0.04033787665118474,0.040495344464688415,0.041752645802870705,0.04129413901640367,0.04190326474209068,0.042168068217800496,0.04021789675754018,0.0467523221852457,0.040875873518176196,0.04148621995698765,0.042365518972598826,0.041752645802870705,0.042365518972598826,0.04376863700216303,0.04762995360537878,0.04077085696159853,0.042208877163523985,0.041965590441443844,0.04428164034790016,0.04334635340019963,0.04217098757658429,0.040484237257939495,0.04116612364493447,0.04035836512940636,0.044815639173332825,0.04046173602544168,0.04358845130258061,0.04029951148284819,0.04167084839626838,0.042813837832087115,0.04728028255491993,0.040237897304742365,0.04161720885149173,0.040484237257939495,0.04318524788537596,0.04053491158480158,0.04642650712764938,0.041838910340268216,0.042813837832087115,0.04582112979704945,0.04809839249674118,0.04113673450267886,0.040819556918287495,0.04416278555711056,0.045057190396471436,0.042555785186596216,0.04318811205392124,0.04265066100968462,0.04064085198262935,0.04110999532031139,0.0485236151242507,0.042365518972598826,0.04052921175031521,0.04319804526045407,0.04358845130258061,0.0405908327313916,0.04167084839626838,0.040524624571054726,0.04035836512940636,0.04083544187308347,0.04143890162050079,0.04344567514771415,0.04017156321806814,0.041838910340268216,0.040489771668849144,0.04052673955344682,0.04358845130258061,0.044179996921625886,0.04129413901640367,0.04249453359834408,0.04084747437781957,0.04318811205392124,0.04642650712764938,0.04033787665118474,0.04027958567549877,0.048636427990029464,0.04052673955344682,0.04169900865522905,0.04414815981463379,0.04083544187308347,0.04728028255491993,0.04319804526045407,0.040819556918287495,0.042813837832087115,0.04639863235274941,0.04082661714624482
0.05937082541497052,0.05336915553537333,0.053450403174781225,0.05498386266974074,0.05975908588920578,0.05345271202135851,0.06374975920685448,0.05649195322768649,0.05259629261291924,0.054009460554252584,0.05680882413840287,0.05317577205420385,0.05828829088391953,0.056001412736006805,0.05606127211474753,0.05787796484419795,0.06189043967678514,0.06450213414464252,0.052912958390387455,0.05566570327578471,0.052484064958793875,0.05785321373719306,0.058822044548297835,0.052887482390810744,0.06189043967678514,0.05787796484419795,0.053450403174781225,0.05359948933089989,0.05317577205420385,0.05787796484419795,0.05345271202135851,0.05320151219012766,0.05446534885679359,0.05243682055997898,0.05778325068301253,0.052613233227476644,0.05343219154878676,0.05795199154610028,0.052635854687675565,0.05307002719819131,0.05352496973812389,0.053124198001337046,0.058472049624123924,0.05320151219012766,0.05828829088391953,0.052784849957610944,0.05280897061377212,0.053226147351871964,0.056925597238597504,0.05240270420514718,0.05787796484419795,0.05281627695831762,0.054918949375348164,0.05320151219012766,0.05446534885679359,0.06049439560180443,0.0523522063689648,0.05566570327578471,0.056925597238597504,0.05584653084786684,0.05595952931233732,0.052655446646030335,0.05649195322768649,0.06351191968169834,0.05750462052839982,0.06126365653687659,0.05243682055997898,0.05430358363438359,0.05397190060648897,0.06025157430708667,0.056001412736006805,0.05271826223453434,0.0525407191289163,0.05478955773659273,0.053124198001337046,0.05584653084786684,0.05937082541497052,0.052912958390387455,0.05430358363438359,0.05452341966041055,0.05937082541497052,0.05336915553537333,0.053226147351871964,0.056001412736006805,0.052655446646030335,0.06450213414464252,0.05478955773659273,0.05259629261291924,0.06351191968169834,0.0540509770989778,0.054198342153580686,0.05430358363438359,0.06152928321055707,0.05828829088391953,0.052655446646030335,0.05329373971711626,0.05271760150950554,0.058996100027274415,0.05280897061377212,0.052484064958793875
0.06993727642945231,0.0692723991750902,0.07034375457499203,0.07546873902602597,0.08522035591412602,0.07199078512985042,0.069500630182435,0.07164242264662588,0.06993727642945231,0.07704416080746868,0.07255930225329991,0.0704131295251321,0.07467393655291696,0.07293657527826716,0.07001602672251088,0.06956647755775888,0.0708437568451549,0.07610465606369013,0.07079289968549056,0.07254471535470947,0.07695349276590686,0.06996145465286295,0.07199287963997822,0.0692723991750902,0.07037664762939691,0.07353904849595208,0.07043505980037214,0.07293657527826716,0.07037664762939691,0.07863657954721816,0.06964534471780166,0.07187497533796379,0.07187497533796379,0.0710646626772931,0.07111024989988055,0.06975136423919241,0.0709200514305721,0.06975136423919241,0.06975136423919241,0.07157552656165357,0.07239977003863327,0.07254471535470947,0.0723487345007587,0.07060642622170409,0.0697992537105879,0.08251908698133247,0.07793144360288659,0.0733845586563967,0.07255930225329991,0.07151012591674893,0.07013743704773187,0.07013743704773187,0.06984834201917045,0.07152288577771773,0.07001602672251088,0.07202689388743827,0.07254471535470947,0.07546873902602597,0.07056076016447309,0.07128967965786383,0.0692008474470101,0.07277529660608895,0.0697151281594924,0.07199078512985042,0.0694339381144354,0.07254471535470947,0.07060642622170409,0.07151012591674893,0.06969809407902607,0.07084036611594814,0.0708437568451549,0.07254471535470947,0.07197515929906279,0.07013743704773187,0.06984834201917045,0.07161153962501011,0.07042261563218752,0.06975136423919241,0.0708437568451549,0.07302903970703137,0.07161153962501011,0.07018633995492836,0.07467393655291696,0.07280085930540559,0.07042261563218752,0.0709200514305721,0.08251908698133247,0.07079289968549056,0.0694221438083329,0.07199078512985042,0.0708437568451549,0.07042261563218752,0.07467393655291696,0.0724677538293988,0.0715339740030081,0.07060642622170409,0.08522035591412602,0.07187497533796379,0.06964942787173004,0.08093848216626735
0.0921106338307183,0.07974541112931022,0.08188254841083291,0.08091894193888202,0.07939545986887381,0.07959015152313012,0.08134050291840372,0.08387204877960563,0.0792632391949034,0.07974541112931022,0.08075573882142985,0.07935585496942837,0.08298746779361223,0.07921156524718577,0.08592020158084522,0.08111970399281587,0.08008508834038278,0.08075573882142985,0.0807735317358565,0.08096810649120822,0.07935585496942837,0.08225671774457553,0.08366101696011641,0.08153510217778813,0.07970194611284155,0.08225671774457553,0.07934877801840365,0.08361360873322962,0.08352678186574125,0.08692063776666095,0.07967453643493673,0.08162290149132924,0.08078467669044176,0.08188254841083291,0.08442830769199912,0.07959015152313012,0.08248480521561276,0.0828466658473472,0.08008508834038278,0.08096810649120822,0.08225671774457553,0.07960075136205526,0.08042974922897524,0.07967453643493673,0.08091894193888202,0.08449781245675995,0.0921106338307183,0.08024951614606098,0.0958355566188356,0.08162290149132924,0.07939545986887381,0.08151617278576608,0.08137235599770581,0.08151617278576608,0.08385562469799981,0.08368409848484343,0.08692063776666095,0.08075573882142985,0.08153510217778813,0.08854097759810159,0.08592020158084522,0.0828466658473472,0.08137235599770581,0.08298746779361223,0.08075565261454788,0.08439924583037023,0.08473642134357097,0.0833035222132631,0.07946599180187135,0.08148230150821457,0.08336407920252073,0.07946599180187135,0.08039785383653282,0.07944096503662065,0.08123130386020064,0.0807735317358565,0.08119833840614334,0.08261625004064167,0.0801354912786643,0.08147813886960137,0.08055818416301232,0.08336407920252073,0.07995005197950841,0.08148230150821457,0.08141910729419356,0.07979347492908613,0.08385562469799981,0.08387204877960563,0.08075573882142985,0.07974541112931022,0.07960075136205526,0.07994109404430898,0.07960075136205526,0.08261625004064167,0.08766017923175666,0.07933305209543606,0.08137235599770581,0.07944096503662065,0.08442830769199912,0.0801354912786643
0.10363775362437333,0.102879102123118,0.1060849105351984,0.10140321942159589,0.10190419405888265,0.10844963730162151,0.1010190867871604,0.10083598260928545,0.1011076903260128,0.10201238634308915,0.10291227104889497,0.10359060145967112,0.10359060145967112,0.11691505038251429,0.10279098995970859,0.10407546101517776,0.10181179265356238,0.10434248578341516,0.10381249405794478,0.1060849105351984,0.105996443808105,0.102879102123118,0.10232910353406975,0.1010190867871604,0.10190419405888265,0.10061187172086218,0.10465144783136016,0.11691505038251429,0.10452761458178168,0.10201238634308915,0.10131714102085655,0.10326046111501856,0.10065868560377429,0.10232910353406975,0.1006659369921843,0.10498295922625771,0.10275343282046134,0.10326046111501856,0.10181291502515953,0.10368884704705303,0.1011076903260128,0.10181291502515953,0.10465144783136016,0.1010190867871604,0.10066160943004111,0.10090689484402847,0.10181179265356238,0.10415511193223594,0.10343649227220926,0.10415511193223594,0.10291227104889497,0.10097178074234432,0.10097178074234432,0.10181052370540515,0.10118320743354196,0.1043371905377691,0.10434248578341516,0.1043371905377691,0.10498307414201402,0.10083598260928545,0.11198309321200793,0.10181179265356238,0.10188017283244244,0.10263736230164026,0.10580950384961546,0.10140321942159589,0.10097178074234432,0.10407546101517776,0.10476904380394875,0.10558044715444856,0.10722204908282637,0.10205685858706873,0.10220375276300758,0.10515290388824315,0.10098798036794723,0.10539821235567277,0.1026130804454457,0.10181179265356238,0.10407546101517776,0.10363775362437333,0.105996443808105,0.10419731468178303,0.10326046111501856,0.1014289649678735,0.1014746356086731,0.10415511193223594,0.10363775362437333,0.10237242074646055,0.10394489152538906,0.10065868560377429,0.10343649227220926,0.10580950384961546,0.10801083553854877,0.10465144783136016,0.10104027831115243,0.10279098995970859,0.10097178074234432,0.10061187172086218,0.10156876217466562,0.10771672603667547
0.1124753430255889,0.11424801885837459,0.11352468938117839,0.11672231304272859,0.1139400045706446,0.11187222004859079,0.11171906837854029,0.11282922804772329,0.12103335523991415,0.11382110896993461,0.11550206919671639,0.11171906837854029,0.11600505315059567,0.11278809008014497,0.111788606473341,0.1132437094545307,0.11278809008014497,0.11271302052918557,0.11600505315059567,0.11422062023084592,0.111788606473341,0.11311122310207014,0.11396755692238124,0.111788606473341,0.11672110418874236,0.11634936033074489,0.12744406107383124,0.11498299554855682,0.11379257042795794,0.11353792119759225,0.11959270155919294,0.12103335523991415,0.11323630862029994,0.11207933503580068,0.11258762598057366,0.11816716030421215,0.11184634674549103,0.1138060037348774,0.11628858604017435,0.11344163491917773,0.1139400045706446,0.11424801885837459,0.11421408748929596,0.12099469947860851,0.12103335523991415,0.11396755692238124,0.11430986766460105,0.1122645162345785,0.11197822013215268,0.11424801885837459,0.11261175436452205,0.1125628855934676,0.11352468938117839,0.1121814984527138,0.11186004562240441,0.11352468938117839,0.11323630862029994,0.11229661978234053,0.1139400045706446,0.11278809008014497,0.1122645162345785,0.11569554697169715,0.11233123791104788,0.1176587633924251,0.11352468938117839,0.11764312127707705,0.11424801885837459,0.11498299554855682,0.11424801885837459,0.1138060037348774,0.1121145790183111,0.11353792119759225,0.11207933503580068,0.1122645162345785,0.11156491487720108,0.11600505315059567,0.1122645162345785,0.11229661978234053,0.11430986766460105,0.11634553547174087,0.11235492555907374,0.11550206919671639,0.11430986766460105,0.11498299554855682,0.11175988235635578,0.11196454595942254,0.11498299554855682,0.12103335523991415,0.11229661978234053,0.11196921559969843,0.11585839220755977,0.1124753430255889,0.11634936033074489,0.1121814984527138,0.11412311002366343,0.11382110896993461,0.11354157704780465,0.11197822013215268,0.11357109589701843,0.1136333613426607
0.12039412743955914,0.12136903875874705,0.12167494582837905,0.11993358537998615,0.11996090287949668,0.12058629267875676,0.11993358537998615,0.11986603296923487,0.12407089879347354,0.12031596207871828,0.12775315070656096,0.12018603214584793,0.12753821072659113,0.12063401770048703,0.11983522137748763,0.12437234093367866,0.12629340189069965,0.1202784893753638,0.12451325677317412,0.1288908450455506,0.1288908450455506,0.11999317538872527,0.12507522221124015,0.1216624812983284,0.11983522137748763,0.13443756010329014,0.12543787077996094,0.12095813353659492,0.1230959593998498,0.1202784893753638,0.12207606435742162,0.11996090287949668,0.12111902657887622,0.1207653600964376,0.1202918719700811,0.12097348128662885,0.12051235258323478,0.12237006366053879,0.12167494582837905,0.12775315070656096,0.1230959593998498,0.11999317538872527,0.12007166275268175,0.12397084845442366,0.12024482381593521,0.1281734131112185,0.12011764551433426,0.12159029622268272,0.12393378465024031,0.12030106454412592,0.12200346452592599,0.12543787077996094,0.12846629484002345,0.12063401770048703,0.12097054209868029,0.12207606435742162,0.12451325677317412,0.12131236602551002,0.1250929645419917,0.12265168968829968,0.1202784893753638,0.12280279596625711,0.12178171873454574,0.12222555749636134,0.12207606435742162,0.12407089879347354,0.12111902657887622,0.12069504398051101,0.12069504398051101,0.12255889169763302,0.1281734131112185,0.12255844987142782,0.11988360789910567,0.12753821072659113,0.12255889169763302,0.1220667597702099,0.12039412743955914,0.12094738904311811,0.12255844987142782,0.12207606435742162,0.12309189825885196,0.1216624812983284,0.12280279596625711,0.12709617692694516,0.12030106454412592,0.12050731608694543,0.12309189825885196,0.12451325677317412,0.12095813353659492,0.12237006366053879,0.12031596207871828,0.1230959593998498,0.1199695672316081,0.12280279596625711,0.12673174798578338,0.11996090287949668,0.1262460268059287,0.11999452119091802,0.12025037213697187,0.12397084845442366
