Interval_ID,Start_Hour,Execution_Window_h,Steady_State_Overlap_h,Unit_Dwell_Overlap_h,Ramp_Event_Detected,Ramp_Overlap_h,Raw_Max_Overlap_h,Limiting_Factor,Final_Adaptive_Overlap_h,Total_Solved_Horizon_h,Overlap_SelectionTime_sec,Subproblem_SolveTime_sec,Reference_Cost_Gap_pct,Reference_Repair_Applied,Optimization_Status
1,1,24,2,0,false,0,2,steady,2,26,1.065999984741211,20.378999948501587,0.0,false,OK
2,25,24,2,6,false,0,6,unit_dwell,6,30,0.18000006675720215,21.84599995613098,0.0,false,OK
3,49,24,2,0,false,0,2,steady,2,26,0.002000093460083008,18.661999940872192,0.0,false,OK
