Interval_ID,Start_Hour,Execution_Window_h,Steady_State_Overlap_h,Unit_Dwell_Overlap_h,Ramp_Event_Detected,Ramp_Overlap_h,Raw_Max_Overlap_h,Limiting_Factor,Final_Adaptive_Overlap_h,Total_Solved_Horizon_h,Overlap_SelectionTime_sec,Subproblem_SolveTime_sec,Optimization_Status
1,1,24,7,0,false,0,7,steady,7,31,0.8839998245239258,343.0549998283386,OK
2,25,24,2,4,false,0,4,unit_dwell,4,28,0.20799994468688965,319.4650001525879,OK
3,49,24,7,0,false,0,7,steady,7,31,0.002000093460083008,534.8570001125336,OK
