folder_fcr_binding(8),folder_fcr_binding(6),folder_fcr_binding(5),folder_fcr_binding(7)
-0.27444296388181966,-0.43399526219340084,-0.593124865361371,-0.2973855209035908
-0.2692886157769426,-0.4347531223845472,-0.5935043320151352,-0.2953190017576924
-0.26430269985775573,-0.4335495048236559,-0.5951108433806219,-0.2942809002168033
-0.2606265428740868,-0.43614045469829443,-0.602877402705606,-0.2920660101144204
-0.2574006860248226,-0.4431347891475514,-0.6032376658670178,-0.29235899237693497
-0.25535542732256067,-0.4502306000254059,-0.6056989787159145,-0.29084852253649207
-0.2579358866749093,-0.4488249434721251,-0.6051346023880044,-0.28870397024143896
-0.25580393146437974,-0.44864488630243804,-0.6065887058383571,-0.2919968930811991
-0.2558405852700653,-0.4487289999952887,-0.6099697398968115,-0.2894613028227007
-0.2517872016215424,-0.44660327287086204,-0.6109407974614083,-0.28685227200167973
-0.2553899031994868,-0.44439667385800974,-0.6129412759123568,-0.28343361087520114
-0.25182989889612206,-0.4448804441909601,-0.6149066213220244,-0.28266834497190496
-0.24845848071339083,-0.4516751093607993,-0.6155676042796739,-0.2818130719170937
-0.24761459069323843,-0.45244026916759217,-0.6162363839617108,-0.2841021065478882
-0.24619029675526158,-0.4525295745684035,-0.6199715847857358,-0.28352469547159187
-0.24139630579835536,-0.45435533576422754,-0.6246049147063573,-0.2799115987883201
-0.23781623210431824,-0.4575093336149172,-0.626339348213508,-0.2772263935155899
-0.23797115307710168,-0.4578579696708945,-0.6317807594610085,-0.27940986477832014
-0.23444258615402622,-0.4580050133115849,-0.6325368097577133,-0.276549558178133
-0.23161573620244646,-0.45819046142771247,-0.6356693323492708,-0.2735861246071024
-0.2288177938472785,-0.45670200539489625,-0.635844111414969,-0.2762285752863938
-0.22577469627031527,-0.4576924953604562,-0.6357211759964214,-0.2743867867885456
-0.2207330145640294,-0.45885948074478483,-0.6440095493322289,-0.2716148150371131
-0.21653660053699333,-0.45850385919002234,-0.6452822363618125,-0.2748406425726542
-0.21413221822671832,-0.4597285796871583,-0.6467205707316035,-0.2719684220000673
-0.21126126683072274,-0.4594076864547409,-0.6492329456057919,-0.2724114408308462
-0.20731404578241353,-0.4577147570607491,-0.6513824147041382,-0.2701054818990291
-0.20437434257918052,-0.45635884529276843,-0.6519068166172097,-0.2696565070195087
-0.2004418170225665,-0.45510812857678423,-0.6521607799853597,-0.26627238886172616
-0.20486016848428942,-0.4591938864290475,-0.6523477200872151,-0.2652968618812574
-0.20410171871812946,-0.45877278520128867,-0.6586511994190519,-0.26322689035305663
-0.2014335821878924,-0.457662737333597,-0.6577655837175368,-0.2612937402148964
-0.1973726432090873,-0.45542579728083105,-0.6602379459939753,-0.2582471204437768
-0.1952621739982394,-0.45374933640411186,-0.6607249290686201,-0.2545541593178165
-0.1922851830526202,-0.45188591859882105,-0.6633764322722533,-0.2521136434219662
-0.1931928450722352,-0.4544763159602601,-0.6655554227054293,-0.25015982697773004
-0.18921166412152185,-0.4544453149966475,-0.6660304776527868,-0.2480885537255933
-0.18473604553306047,-0.45453176353889857,-0.6684008071114979,-0.24790953163648993
-0.1820953184413408,-0.453306103972248,-0.6748070734728276,-0.2475062882097138
-0.17908922937954205,-0.4527834930540077,-0.6749717889335681,-0.24470750748469694
-0.18115867432021993,-0.45452417437197773,-0.6740381743105249,-0.24488214353053323
-0.17642082462911987,-0.4543801993321381,-0.675023301560845,-0.24215565297424352
-0.17597581569796503,-0.45391463641683133,-0.67917727457483,-0.24273974090070993
-0.1746108365095056,-0.4569656185786803,-0.6791887050088166,-0.23921049843205125
-0.1727293891859901,-0.45921153509616913,-0.6836053373035259,-0.23686080220167471
-0.17110637200456857,-0.4583262355874046,-0.6830558725164496,-0.2344259350813267
-0.1705586873781539,-0.45996303416352513,-0.6838515075857439,-0.23167396808854432
-0.1691356757767841,-0.46104036224025025,-0.6847204542708138,-0.23043534833478602
-0.16632748873360065,-0.46142187615380115,-0.684393435155028,-0.22916355915466674
-0.1677439320688714,-0.4609204516399632,-0.6879108470949034,-0.2331893722133767
-0.1634417485979786,-0.45880389207698913,-0.6947113243033927,-0.2316051554566173
-0.1653135076377132,-0.4610739947034262,-0.6959249420857019,-0.23320099421017268
-0.16468397673900995,-0.4607385735114334,-0.6949626692681684,-0.2309534877111491
-0.1691438907692212,-0.4591009691036646,-0.6946079504985476,-0.23077222804292497
-0.16681469039468497,-0.46500822073522663,-0.6973260352625413,-0.23494630518261508
-0.1627536453272778,-0.4629970623343552,-0.6962751898419665,-0.23317154180952748
-0.1614558647577454,-0.46112570966891475,-0.6986967070098704,-0.2309636665934223
-0.1609044483320356,-0.46011137000127755,-0.699039021810963,-0.229343330912236
-0.15953695772246082,-0.46511598077817257,-0.7027652937226472,-0.23148559730181384
-0.15820140301451363,-0.46518110879705454,-0.7056964797085837,-0.22881742179541845
-0.15639233580201695,-0.46541416701809935,-0.7051407672958608,-0.22660560027941762
-0.15494310024231578,-0.4651315652467884,-0.7056051537401882,-0.22750038093110977
-0.15191963277584006,-0.46453477963243067,-0.7043827653644733,-0.22617956771032044
-0.1496082485663547,-0.46261954822927864,-0.7071938012391371,-0.22595384150147718
-0.14885191560232677,-0.46149045279167616,-0.7106945045265438,-0.22706012281404472
-0.15271868560240517,-0.4635592220029888,-0.7107041640823522,-0.2248209178379217
-0.14911803606797716,-0.4621441615296933,-0.7137615581933251,-0.23140494139712753
-0.14606640334769755,-0.4618744275614526,-0.7153675926030685,-0.23068317924583875
-0.14535599338151886,-0.46154871494412014,-0.7160184292215693,-0.23018621183222482
-0.14449927405100557,-0.46281100018751203,-0.7150023760305938,-0.2280715756375361
-0.1415354679711054,-0.46329481624722374,-0.7181410321645071,-0.22723293406360479
-0.14022816776419503,-0.4629133796928661,-0.7192567810555915,-0.224937218529584
-0.13795712728301224,-0.4662105779822862,-0.7225434686348765,-0.22542454606719947
-0.13804281401392537,-0.46636912632484046,-0.7221018436269167,-0.2220428181127831
-0.13883284766599527,-0.46533675873462466,-0.7223067854150215,-0.21867273779772087
-0.13513508056488496,-0.4628701131365391,-0.7214245479258206,-0.2159773384113576
-0.13367357760117415,-0.4617706296996886,-0.7222967314200237,-0.21441715478182177
-0.1309777113987506,-0.46241677125753905,-0.7241499620510135,-0.21282273915375605
-0.1282089086034372,-0.4604822665692139,-0.7244268184666719,-0.21201683981472955
-0.12875572731147153,-0.45915033328681465,-0.7237169405519954,-0.21374755710238535
-0.12712821005688743,-0.45753412105845426,-0.727124069553362,-0.21214591466416105
-0.1284735558525829,-0.45944846884551827,-0.7278222583124146,-0.20875910952766014
-0.12919083676574114,-0.46092378249782856,-0.7291575887266185,-0.2064200385188681
-0.1280544050959999,-0.4599557055901039,-0.72757175427996,-0.20457993461386312
-0.12878762511209296,-0.46896865286992534,-0.7279629836753645,-0.20384744060789375
-0.12596804025538513,-0.47252065891683964,-0.7281504208543995,-0.20989570979530836
-0.12332445619024675,-0.47216071507434015,-0.7293376681473726,-0.20946494039890726
-0.12327119401277152,-0.47271289350383633,-0.7382250330564056,-0.2063919745409444
-0.12044560802560225,-0.4722683949927178,-0.7407120266561985,-0.20655961581531604
-0.1196283834250337,-0.47180660255210843,-0.7409042863666951,-0.20803820972778478
-0.1178739432636563,-0.4725818800593485,-0.7452416807555153,-0.21268506939981552
-0.1160079021825732,-0.47244784597883593,-0.7462277525698627,-0.21063594157710896
-0.11776726753103985,-0.4723046593349636,-0.7475407648068843,-0.20817964737895728
-0.11657969099859765,-0.47402888856319925,-0.7499162335483962,-0.20627076714561413
-0.11673715934334046,-0.4739238379936752,-0.7507739905914254,-0.20706335799145772
-0.11874909372056122,-0.47228625278170466,-0.7550802875270558,-0.20593403187432333
-0.11779527512825631,-0.4732301981812032,-0.7562552820181777,-0.20879075618379075
-0.11709685923678669,-0.4708343950266299,-0.7565492588807436,-0.21221198327559232
-0.11567880228183748,-0.471419711684144,-0.7575419908272258,-0.2113407905859673
-0.11310377108050435,-0.4700726780999414,-0.7581066804247828,-0.21005470082920283
-0.11394487616240281,-0.4717121069125507,-0.7581498041140355,-0.20835729451808988
-0.11538192749161537,-0.47048383002984584,-0.7580440990808954,-0.20918155844603295
-0.11536574497874912,-0.47025759099602504,-0.7577348109103081,-0.21116051128547197
-0.11297816565981744,-0.4680411857912541,-0.7577832412548346,-0.20826618343352354
-0.11146968854374453,-0.4675228191172337,-0.7568144956821027,-0.20477195519465335
-0.11288781873045227,-0.4668763004577864,-0.7590863531161449,-0.20849295447344318
-0.11133130624147379,-0.473025165845536,-0.7595739712905377,-0.2083948708346816
-0.11044833170104307,-0.47493391790923495,-0.760321179706634,-0.20903652775760406
-0.11097078896221206,-0.4759840135536967,-0.7600601345008028,-0.20857143261873146
-0.11102600374275623,-0.47582805075934254,-0.7597471305819853,-0.2078863511583855
-0.11196222911418491,-0.47542791108944904,-0.7579375520162799,-0.20486980150686498
-0.11011923497076515,-0.47545461006024914,-0.7579997731200312,-0.204783858302394
-0.11021376485330578,-0.4811465077941666,-0.7564549832262244,-0.2038846361957531
-0.10822135031707694,-0.4793218567304242,-0.7562766996370455,-0.20578067091286784
-0.1061797812344293,-0.47965792222916603,-0.7606517881637355,-0.2114387773136624
-0.10519210488950538,-0.4797101782058856,-0.7595665766286294,-0.21275725183550467
