Metric,Standard_PCM,Adaptive_Overlapping_PCM,Delta
SolveTime_sec,13.35192608833313,1.3397789001464844,-12.012147188186646
TotalCost_USD,260289.19959436814,261075.53030014338,786.330705775239
StartupShutdownCost_USD,20669.999994138398,20670.0,5.861602403456345e-6
FuelCost_USD,239333.57520528845,240119.9059051775,786.3306998890475
WindCurtailment_MWh,23.075331027367334,23.19608039581461,0.12074936844727802
LoadShedding_MWh,0.0,0.0,0.0
AvgOverlapWindow_hours,0.0,9.428571428571429,9.428571428571429
