Interval_ID,Start_Hour,Execution_Window_h,Steady_State_Overlap_h,Unit_Dwell_Overlap_h,Ramp_Event_Detected,Ramp_Overlap_h,Raw_Max_Overlap_h,Limiting_Factor,Final_Adaptive_Overlap_h,Total_Solved_Horizon_h,Overlap_SelectionTime_sec,Subproblem_SolveTime_sec,Reference_Cost_Gap_pct,Reference_Repair_Applied,Optimization_Status
1,1,24,12,0,true,12,12,steady+ramp,12,36,0.749000072479248,64.01999998092651,0.0,false,OK
2,25,24,7,4,true,12,12,ramp,12,36,0.20799994468688965,72.33699989318848,0.0,false,OK
3,49,24,11,0,true,12,12,ramp,12,36,0.0019998550415039062,58.66700005531311,0.0,false,OK
4,73,24,10,6,true,12,12,ramp,12,36,0.0,98.82100009918213,0.0,false,OK
5,97,24,12,0,true,12,12,steady+ramp,12,36,0.0,313.38899993896484,0.0,false,OK
6,121,24,8,5,true,12,12,ramp,12,36,0.0,69.52900004386902,0.0,false,OK
7,145,24,11,0,true,12,12,ramp,12,36,0.0,287.65499997138977,0.0,false,OK
