timestamp,method,load_profile,status,solver,wall_time_sec,allocated_mb,simulation_time_sec,offline_training_time_sec,offline_preprocess_time_sec,gc_time_sec,peak_rss_mb,input_file,window_hours,intervals,physical_units,virtual_units,commitment_integer_variables,cluster_attempts,cluster_successes,extended_integer_variables,cluster_fallbacks,total_cost,failure
2026-08-14T19:42:35.369,integrated_uc,smooth,OK,gurobi,61.8522262,45190.48631668091,48.07100009918213,0.0,0.0,7.2591889,1974.171875,D:\GithubClonefiles\module_unitcommitment\data\data_118_clustered_pcm.xlsx,72,1,108,31,23328,0,0,0,0,5.171386256640655e6,
