timestamp,method,load_profile,status,solver,wall_time_sec,allocated_mb,simulation_time_sec,offline_training_time_sec,offline_preprocess_time_sec,gc_time_sec,peak_rss_mb,input_file,window_hours,intervals,physical_units,virtual_units,commitment_integer_variables,cluster_attempts,cluster_successes,extended_integer_variables,cluster_fallbacks,total_cost,failure
2026-08-24T03:39:26.753,clustered_adaptive_overlap,smooth,OK,gurobi,8548.9919603,3.4792619279050827e6,69.19799995422363,8453.421999931335,0.0,1428.1693288,5710.875,D:\GithubClonefiles\module_unitcommitment\.worktrees\108_168h\data\data_118_clustered_pcm.xlsx,24,7,108,31,2232,7,7,41100,0,1.427093535777074e7,
