Mode,UseSteady,UseUnitDwell,UseRamp,TotalCost_USD,StartupShutdownCost_USD,FuelCost_USD,LoadShedding_MWh,WindCurtailment_MWh,WallTime_sec,SubproblemSolveTime_sec,JuliaAllocated_MB,AvgOverlap_h,MaxOverlap_h,MinOverlap_h,LimitingFactorCounts,CostGap_vs_All_pct,SolveTimeDelta_vs_NoOverlap_sec,CalibrationTime_excluded_sec,ReferenceTime_excluded_sec
NoOverlap,false,false,false,264103.1976093912,19369.999999654316,244459.5030427682,0.0,13.70465112625496,0.8821716,0.5130002498626709,125.64114952087402,0.0,0,0,none=7,-0.7482,0.0,17.6806719,0.8922293000000001
SteadyOnly,true,false,false,266094.1663850648,20410.000002450444,245410.47181565157,0.0,13.507008619973611,0.8155209,0.810999870300293,138.65785884857178,8.857142857142858,11,0,steady=7,0.0,0.298,17.6806719,0.8922293000000001
UnitOnly,false,true,false,264356.13598866935,19370.0,244712.44142170643,0.0,13.561654834788383,0.6670135,0.6600000858306885,101.64235973358154,2.0,4,0,none=6; unit_dwell=1,-0.6532,0.147,17.6806719,0.8922293000000001
RampOnly,false,false,true,264314.9511320583,19369.999996201583,244671.25656889417,0.0,13.545818309467931,0.7112783,0.7049999237060547,114.83599472045898,4.571428571428571,10,0,none=1; ramp=6,-0.6686,0.192,17.6806719,0.8922293000000001
Steady+Unit,true,true,false,266094.1663850648,20410.000002450444,245410.47181565157,0.0,13.507008619973611,0.8478497,0.8420002460479736,138.6669683456421,8.857142857142858,11,0,steady=7,0.0,0.329,17.6806719,0.8922293000000001
Steady+Ramp,true,false,true,266094.1663829431,20410.000002450444,245410.4718135299,0.0,13.507008626414269,0.8331769,0.8259999752044678,139.2776336669922,9.0,11,0,ramp=1; steady=6,0.0,0.313,17.6806719,0.8922293000000001
Unit+Ramp,false,true,true,264314.9511320583,19369.999996201583,244671.25656889417,0.0,13.545818309467931,0.7618634,0.7549993991851807,114.3313798904419,4.571428571428571,10,0,none=1; ramp=6,-0.6686,0.242,17.6806719,0.8922293000000001
Steady+Unit+Ramp,true,true,true,266094.1663829431,20410.000002450444,245410.4718135299,0.0,13.507008626414269,0.8096916,0.804999589920044,139.27783203125,9.0,11,0,ramp=1; steady=6,0.0,0.292,17.6806719,0.8922293000000001
