U_norm,T_dwell_rem,L_norm,sigma_load,R_wind_max,X_delta_norm,X_switch_ratio,To_star
0.40720221606648194,0.0,0.5118934411029041,10.0,0.05,0.19529085872576177,0.24074074074074073,7.0
0.40720221606648194,0.0,0.4516643328810872,10.0,0.05,0.013850415512465374,0.037037037037037035,2.0
0.40720221606648194,0.0,0.4474165263039014,10.0,0.05,0.013850415512465374,0.037037037037037035,12.0
0.40720221606648194,0.0,0.5172478379795404,10.0,0.05,0.5927977839335179,0.8333333333333334,2.0
0.40720221606648194,0.0,0.4734975500416002,10.0,0.05,0.013850415512465374,0.037037037037037035,7.0
0.40720221606648194,0.0,0.497469653059625,10.0,0.05,0.04155124653739612,0.05555555555555555,12.0
0.40720221606648194,0.0,0.5150950824012166,10.0,0.05,0.28947368421052627,0.24074074074074073,7.0
0.40720221606648194,0.0,0.5117892787893217,10.0,0.05,0.027700831024930747,0.05555555555555555,2.0
0.40720221606648194,0.0,0.4923466877972884,10.0,0.05,0.013850415512465374,0.037037037037037035,2.0
0.40720221606648194,0.0,0.45938266209376544,10.0,0.05,0.17036011080332408,0.3333333333333333,2.0
0.40720221606648194,0.0,0.45307897285732585,10.0,0.05,0.013850415512465374,0.037037037037037035,7.0
0.40720221606648194,0.0,0.4328546183271696,10.0,0.05,0.013850415512465374,0.037037037037037035,2.0
0.40720221606648194,0.0,0.48517040112149085,10.0,0.05,0.055401662049861494,0.05555555555555555,2.0
0.40720221606648194,0.0,0.5075951783145858,10.0,0.05,0.027700831024930747,0.05555555555555555,2.0
0.40720221606648194,0.0,0.43921839596878925,10.0,0.05,0.013850415512465374,0.037037037037037035,12.0
0.40720221606648194,0.0,0.4626863974038814,10.0,0.05,0.05263157894736842,0.07407407407407407,2.0
0.40720221606648194,0.0,0.5084194526231566,10.0,0.05,0.28116343490304707,0.18518518518518517,12.0
0.40720221606648194,0.0,0.4834702388256884,10.0,0.05,0.17313019390581716,0.1111111111111111,2.0
0.40720221606648194,0.0,0.42884788085132935,10.0,0.05,0.013850415512465374,0.037037037037037035,12.0
0.40720221606648194,0.0,0.5160837589939355,10.0,0.05,0.048476454293628804,0.05555555555555555,12.0
0.40720221606648194,0.0,0.46042319330234327,10.0,0.05,0.013850415512465374,0.037037037037037035,12.0
0.40720221606648194,0.0,0.46771335236736766,10.0,0.05,0.027700831024930747,0.05555555555555555,2.0
0.40720221606648194,0.0,0.50128140721586,10.0,0.05,0.013850415512465374,0.037037037037037035,2.0
0.40720221606648194,0.0,0.4753299631971143,10.0,0.05,0.13850415512465372,0.09259259259259259,2.0
0.40720221606648194,0.0,0.44902553256546124,10.0,0.05,0.03462603878116343,0.12962962962962962,2.0
