algorithm,scenarios,max_abs_balance_error,total_load_curtailment,total_wind_curtailment,peak_served_load
benchmark_uc,2,4.440892098500626e-16,-1.296685693758467e-9,14.232499842176122,3.2861000000000007
benders,2,4.440892098500626e-16,0.0,7.614227179668504,3.2861000000000007
ccg,2,4.440892098500626e-16,-2.302266802438395e-9,24.12541631586078,3.2861000011994244
benchmark_uc,6,2.000000165480742e-10,-5.317586978068417e-10,9.838364404930386,3.286100000055491
benders,6,4.440892098500626e-16,0.0,14.638697111846266,3.2861000000000007
ccg,6,1.2500001034254637e-9,-3.7726064491949824e-10,7.775558534611564,3.2861000002006473
