timestamp,method,load_profile,status,solver,wall_time_sec,allocated_mb,simulation_time_sec,offline_training_time_sec,offline_preprocess_time_sec,gc_time_sec,peak_rss_mb,input_file,window_hours,intervals,physical_units,virtual_units,commitment_integer_variables,cluster_attempts,cluster_successes,extended_integer_variables,cluster_fallbacks,total_cost,failure
2026-08-23T22:08:07.001,adaptive_overlap,baseline,OK,gurobi,3541.3304714,4.762213174282074e6,44.403000354766846,3468.940999984741,0.0,568.3509182,2459.0859375,D:\GithubClonefiles\module_unitcommitment\.worktrees\108_168h\data\data_118_clustered_pcm.xlsx,24,7,108,31,7776,0,0,0,0,1.5846605714522481e7,
